Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | CDU+CSU | SPD | FDP | Linke | Grüne | Piraten | AfD | FW | Other
INSA and YouGov | N/A | 2023-02-10 | 2023-02-13 | N | 2005 | N/A | 0.5 | N/A | 20 | 7.5 | 5 | 16 | N/A | 16 | N/A | 7.5
Forsa | N/A | 2023-02-07 | 2023-02-13 | N | 2505 | 77.0 | 1 | 28 | 21 | 6 | 5 | 18 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2023-02-06 | 2023-02-10 | N | 1457 | N/A | 1 | 28 | 20 | 8 | 5 | 16 | N/A | 16 | N/A | 7
Allensbach | N/A | 2023-02-09 | 2023-02-09 | N | 1088 | N/A | 0.5 | 30 | 22.5 | 7.5 | 4 | 16 | N/A | 14 | N/A | 6
YouGov | N/A | 2023-02-03 | 2023-02-09 | N | 1736 | N/A | 1 | 27 | 19 | 6 | 6 | 16 | N/A | 17 | 2 | 7
Kantar | N/A | 2023-02-07 | 2023-02-07 | N | 1410 | N/A | 1 | 25 | 21 | 7 | 5 | 19 | N/A | 15 | N/A | 8
Forsa | N/A | 2023-02-06 | 2023-02-06 | N | 2502 | N/A | 1 | 28 | 21 | 7 | 5 | 18 | N/A | 13 | N/A | 8
INSA and YouGov | N/A | 2023-02-03 | 2023-02-06 | N | 2008 | N/A | 0.5 | N/A | 21 | 8 | 5 | 16 | N/A | 15.5 | N/A | 7.5
INSA and YouGov | N/A | 2023-02-03 | 2023-02-03 | N | 1462 | N/A | 1 | 28 | 21 | 8 | 5 | 16 | N/A | 15 | N/A | 7
Ipsos | N/A | 2023-02-03 | 2023-02-03 | N | 1000 | N/A | 1 | 26 | 20 | 8 | 5 | 17 | N/A | 16 | N/A | 8
Infratest dimap | N/A | 2023-02-01 | 2023-02-01 | N | 1328 | N/A | 1 | 27 | 20 | 7 | 4 | 18 | N/A | 15 | N/A | 9
Kantar | N/A | 2023-01-25 | 2023-01-31 | N | 1405 | N/A | 1 | 25 | 21 | 7 | 5 | 19 | N/A | 15 | N/A | 8
INSA and YouGov | N/A | 2023-01-27 | 2023-01-30 | N | 2007 | N/A | 0.5 | N/A | 20.5 | 7.5 | 5 | 16 | N/A | 15 | N/A | 7.5
Forsa | N/A | 2023-01-24 | 2023-01-30 | N | 2503 | N/A | 1 | 27 | 20 | 7 | 5 | 19 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2023-01-24 | 2023-01-27 | N | 1506 | N/A | 1 | 29 | 20 | 7 | 5 | 16 | N/A | 15 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2023-01-24 | 2023-01-26 | N | 1345 | 74.0 | 1 | 27 | 21 | 6 | 6 | 19 | N/A | 15 | N/A | 6
Kantar | N/A | 2023-01-18 | 2023-01-24 | N | 1392 | N/A | 1 | 27 | 21 | 7 | 5 | 19 | N/A | 14 | N/A | 7
INSA and YouGov | N/A | 2023-01-20 | 2023-01-23 | N | 2009 | N/A | 0.5 | N/A | 20.5 | 7.5 | 4.5 | 16.5 | N/A | 15 | N/A | 8
Forsa | N/A | 2023-01-17 | 2023-01-23 | N | 2502 | 77.0 | 1 | 28 | 19 | 7 | 5 | 20 | N/A | 12 | N/A | 9
INSA and YouGov | N/A | 2023-01-16 | 2023-01-21 | N | 1504 | N/A | 1 | 28 | 20 | 7 | 5 | 16 | N/A | 15 | N/A | 9
Infratest dimap | N/A | 2023-01-17 | 2023-01-18 | N | 1211 | N/A | 1 | 29 | 19 | 6 | 4 | 19 | N/A | 14 | N/A | 9
Allensbach | N/A | 2023-01-05 | 2023-01-18 | N | 1023 | N/A | 0.5 | 31 | 21 | 6 | 4.5 | 17 | N/A | 14 | N/A | 6.5
Kantar | N/A | 2023-01-11 | 2023-01-17 | N | 1418 | N/A | 1 | 27 | 20 | 6 | 5 | 20 | N/A | 14 | N/A | 8
INSA and YouGov | N/A | 2023-01-13 | 2023-01-16 | N | 2006 | N/A | 0.5 | 28 | 21 | 7.5 | 5 | 16.5 | N/A | 15 | N/A | 7
Forsa | N/A | 2023-01-10 | 2023-01-16 | N | 2500 | 76.0 | 1 | 28 | 18 | 7 | 5 | 20 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2023-01-09 | 2023-01-13 | N | 1202 | N/A | 1 | 27 | 20 | 8 | 5 | 17 | N/A | 15 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2023-01-10 | 2023-01-12 | N | 1259 | 74.0 | 1 | 27 | 20 | 6 | 6 | 21 | N/A | 14 | N/A | 6
Ipsos | N/A | 2023-01-09 | 2023-01-10 | N | 1000 | N/A | 1 | 27 | 19 | 7 | 6 | 18 | N/A | 15 | N/A | 8
YouGov | N/A | 2023-01-06 | 2023-01-10 | N | 1561 | N/A | 1 | 27 | 18 | 8 | 6 | 17 | N/A | 16 | 1 | 6
Kantar | N/A | 2023-01-04 | 2023-01-10 | N | 1398 | N/A | 1 | 28 | 19 | 7 | 4 | 18 | N/A | 14 | N/A | 10
INSA and YouGov | N/A | 2023-01-06 | 2023-01-09 | N | 2006 | N/A | 0.5 | N/A | 20 | 7.5 | 5 | 17.5 | N/A | 15 | N/A | 8
Forsa | N/A | 2023-01-03 | 2023-01-09 | N | 2502 | 77.0 | 1 | 29 | 18 | 7 | 5 | 20 | N/A | 13 | N/A | 8
INSA and YouGov | N/A | 2023-01-02 | 2023-01-06 | N | 1465 | N/A | 1 | 27 | 20 | 7 | 5 | 18 | N/A | 15 | N/A | 8
Infratest dimap | N/A | 2023-01-02 | 2023-01-04 | N | 1314 | N/A | 1 | 29 | 18 | 6 | 5 | 19 | N/A | 15 | N/A | 8
GMS | N/A | 2023-01-03 | 2023-01-03 | N | 1002 | N/A | 1 | 29 | 19 | 7 | 5 | 17 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2023-01-02 | 2023-01-02 | N | 2010 | N/A | 0.5 | 27 | 20 | 7.5 | 4.5 | 17.5 | N/A | 15 | N/A | 8.5
INSA and YouGov | N/A | 2022-12-27 | 2022-12-29 | N | 1205 | N/A | 1 | 26 | 20 | 7 | 5 | 18 | N/A | 15 | N/A | 9
INSA and YouGov | N/A | 2022-12-19 | 2022-12-22 | N | 1203 | N/A | 1 | 27 | 21 | 8 | 5 | 17 | N/A | 14 | N/A | 8
YouGov | N/A | 2022-12-16 | 2022-12-21 | N | 1608 | N/A | 1 | 30 | 19 | 7 | 5 | 17 | N/A | 14 | 1 | 8
INSA and YouGov | N/A | 2022-12-16 | 2022-12-19 | N | 2005 | N/A | 0.5 | 27.5 | 21 | 7.5 | 4.5 | 17.5 | N/A | 14.5 | N/A | 7.5
Forsa | N/A | 2022-12-13 | 2022-12-19 | N | 2503 | 76.0 | 1 | 28 | 19 | 7 | 5 | 19 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-12-12 | 2022-12-16 | N | 1501 | N/A | 1 | 27 | 21 | 7 | 5 | 18 | N/A | 15 | N/A | 7
Kantar | N/A | 2022-12-13 | 2022-12-15 | N | 1717 | N/A | 1 | 29 | 19 | 7 | 5 | 18 | N/A | 14 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2022-12-12 | 2022-12-15 | N | 1365 | 78.0 | 1 | 28 | 20 | 6 | 5 | 20 | N/A | 15 | N/A | 6
Allensbach | N/A | 2022-12-02 | 2022-12-15 | N | 1035 | N/A | 0.5 | 30 | 22 | 7.5 | 4.5 | 18 | N/A | 12 | N/A | 6
INSA and YouGov | N/A | 2022-12-09 | 2022-12-12 | N | 2007 | N/A | 0.5 | N/A | 20 | 7 | 4.5 | 18 | N/A | 15.5 | N/A | 6.5
Kantar | N/A | 2022-12-07 | 2022-12-12 | N | 1429 | N/A | 1 | 28 | 18 | 7 | 5 | 19 | N/A | 14 | N/A | 9
Forsa | N/A | 2022-12-06 | 2022-12-12 | N | 2506 | 76.0 | 1 | 29 | 19 | 7 | 5 | 19 | N/A | 12 | N/A | 9
INSA and YouGov | N/A | 2022-12-02 | 2022-12-09 | N | 1502 | N/A | 1 | 28 | 20 | 7 | 4 | 18 | N/A | 15 | N/A | 8
Infratest dimap | N/A | 2022-12-06 | 2022-12-07 | N | 1259 | N/A | 1 | 29 | 18 | 6 | 5 | 18 | N/A | 15 | N/A | 9
Kantar | N/A | 2022-12-06 | 2022-12-06 | N | 1443 | N/A | 1 | 27 | 19 | 6 | 5 | 19 | N/A | 15 | N/A | 9
Forsa | N/A | 2022-12-05 | 2022-12-05 | N | 2500 | 75.0 | 1 | 29 | 19 | 7 | 5 | 19 | N/A | 12 | N/A | 9
INSA and YouGov | N/A | 2022-12-03 | 2022-12-05 | N | 2008 | N/A | 0.5 | N/A | 20.5 | 7 | 5 | 17 | N/A | 14.5 | N/A | 8
Ipsos | N/A | 2022-12-02 | 2022-12-03 | N | 1000 | N/A | 1 | 27 | 19 | 7 | 6 | 19 | N/A | 14 | N/A | 8
INSA and YouGov | N/A | 2022-12-02 | 2022-12-02 | N | 1502 | N/A | 1 | 28 | 20 | 7 | 5 | 17 | N/A | 15 | N/A | 8
GMS | N/A | 2022-12-01 | 2022-12-01 | N | 1005 | N/A | 1 | 28 | 18 | 7 | 4 | 21 | N/A | 12 | N/A | 10
Infratest dimap | N/A | 2022-11-28 | 2022-11-30 | N | 1318 | N/A | 1 | 30 | 18 | 5 | 5 | 18 | N/A | 15 | N/A | 9
Kantar | N/A | 2022-11-22 | 2022-11-29 | N | 1414 | N/A | 1 | 27 | 18 | 7 | 5 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-11-25 | 2022-11-28 | N | 2006 | N/A | 0.5 | N/A | 21 | 7 | 5 | 17.5 | N/A | 15 | N/A | 7.5
Forsa | N/A | 2022-11-22 | 2022-11-28 | N | 2505 | 76.0 | 1 | 29 | 19 | 6 | 5 | 20 | N/A | 12 | N/A | 9
INSA and YouGov | N/A | 2022-11-21 | 2022-11-25 | N | 1501 | N/A | 1 | 27 | 21 | 7 | 5 | 18 | N/A | 15 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2022-11-22 | 2022-11-24 | N | 1273 | 74.0 | 1 | 28 | 19 | 5 | 6 | 22 | N/A | 14 | N/A | 6
Kantar | N/A | 2022-11-15 | 2022-11-22 | N | 1430 | N/A | 1 | 29 | 19 | 7 | 4 | 19 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-11-18 | 2022-11-21 | N | 2004 | N/A | 0.5 | N/A | 20 | 7.5 | 5 | 17 | N/A | 15 | N/A | 7.5
Forsa | N/A | 2022-11-15 | 2022-11-21 | N | 2502 | 75.0 | 1 | 28 | 19 | 6 | 5 | 20 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-11-14 | 2022-11-18 | N | 1314 | N/A | 1 | 28 | 20 | 7 | 5 | 17 | N/A | 15 | N/A | 8
Allensbach | N/A | 2022-11-05 | 2022-11-17 | N | 1042 | N/A | 0.5 | 29.5 | 20 | 7 | 4 | 20 | N/A | 14 | N/A | 5.5
Kantar | N/A | 2022-11-09 | 2022-11-15 | N | 1443 | N/A | 1 | 27 | 20 | 7 | 5 | 19 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-11-11 | 2022-11-14 | N | 2010 | N/A | 0.5 | 27.5 | 20.5 | 7 | 4.5 | 17.5 | N/A | 15 | N/A | 8
Forsa | N/A | 2022-11-08 | 2022-11-14 | N | 2503 | 75.0 | 1 | 28 | 19 | 6 | 4 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-11-08 | 2022-11-11 | N | 1255 | N/A | 1 | 28 | 21 | 7 | 4 | 18 | N/A | 15 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2022-11-08 | 2022-11-10 | N | 1310 | 77.0 | 1 | 28 | 19 | 5 | 5 | 22 | N/A | 15 | N/A | 6
Infratest dimap | N/A | 2022-11-08 | 2022-11-09 | N | 1225 | N/A | 1 | 28 | 18 | 7 | 4 | 19 | N/A | 14 | N/A | 10
YouGov | N/A | 2022-11-04 | 2022-11-09 | N | 1608 | N/A | 1 | 29 | 18 | 5 | 7 | 20 | N/A | 16 | 1 | 5
Kantar | N/A | 2022-11-02 | 2022-11-08 | N | 1442 | N/A | 1 | 26 | 21 | 7 | 5 | 20 | N/A | 14 | N/A | 7
INSA and YouGov | N/A | 2022-11-04 | 2022-11-07 | N | 2007 | N/A | 0.5 | 27 | 21 | 8 | 4.5 | 17.5 | N/A | 14.5 | N/A | 7.5
Ipsos | N/A | 2022-11-04 | 2022-11-07 | N | 1000 | N/A | 1 | 27 | 19 | 7 | 6 | 20 | N/A | 13 | N/A | 8
Forsa | N/A | 2022-11-01 | 2022-11-07 | N | 2502 | 76.0 | 1 | 28 | 19 | 6 | 5 | 19 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-11-01 | 2022-11-04 | N | 1286 | N/A | 1 | 27 | 21 | 8 | 5 | 17 | N/A | 15 | N/A | 7
Kantar | N/A | 2022-11-02 | 2022-11-02 | N | 1516 | N/A | 1 | 26 | 21 | 8 | 5 | 19 | N/A | 14 | N/A | 7
Infratest dimap | N/A | 2022-11-02 | 2022-11-02 | N | 1307 | N/A | 1 | 28 | 19 | 6 | 5 | 19 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-10-28 | 2022-10-31 | N | 2009 | N/A | 0.5 | N/A | 20.5 | 9 | 4.5 | 18 | N/A | 15 | N/A | 7
Forsa | N/A | 2022-10-25 | 2022-10-31 | N | 2503 | 77.0 | 1 | 27 | 20 | 6 | 4 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-10-24 | 2022-10-28 | N | 1230 | N/A | 1 | 26 | 20 | 9 | 5 | 18 | N/A | 15 | N/A | 7
Kantar | N/A | 2022-10-19 | 2022-10-25 | N | 1406 | N/A | 1 | 25 | 21 | 7 | 5 | 20 | N/A | 15 | N/A | 7
GMS | N/A | 2022-10-19 | 2022-10-25 | N | 1002 | N/A | 1 | 28 | 18 | 6 | 4 | 20 | N/A | 15 | N/A | 9
INSA and YouGov | N/A | 2022-10-21 | 2022-10-24 | N | 2007 | N/A | 0.5 | 26.5 | 20.5 | 8.5 | 4.5 | 17.5 | N/A | 15 | N/A | 7.5
Forsa | N/A | 2022-10-18 | 2022-10-24 | N | 2502 | 78.0 | 1 | 28 | 19 | 6 | 4 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-10-17 | 2022-10-21 | N | 1503 | N/A | 1 | 27 | 20 | 8 | 5 | 18 | N/A | 15 | N/A | 7
Forschungsgruppe Wahlen | N/A | 2022-10-18 | 2022-10-20 | N | 1389 | 78.0 | 1 | 28 | 19 | 6 | 5 | 21 | N/A | 15 | N/A | 6
Kantar | N/A | 2022-10-12 | 2022-10-18 | N | 1435 | N/A | 1 | 23 | 22 | 7 | 4 | 20 | N/A | 16 | N/A | 8
INSA and YouGov | N/A | 2022-10-14 | 2022-10-17 | N | 2000 | N/A | 0.5 | 27.5 | 19.5 | 7.5 | 4.5 | 18.5 | N/A | 15.5 | N/A | 7
Forsa | N/A | 2022-10-11 | 2022-10-17 | N | 2505 | N/A | 1 | 27 | 20 | 6 | 4 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-10-10 | 2022-10-14 | N | 1327 | N/A | 1 | 28 | 19 | 8 | 5 | 18 | N/A | 15 | N/A | 7
Allensbach | N/A | 2022-10-01 | 2022-10-13 | N | 1021 | N/A | 0.5 | 30.5 | 19 | 7 | 5 | 19 | N/A | 14 | N/A | 5.5
Infratest dimap | N/A | 2022-10-11 | 2022-10-12 | N | 1225 | N/A | 1 | 26 | 19 | 6 | 5 | 20 | N/A | 15 | N/A | 9
YouGov | N/A | 2022-10-07 | 2022-10-12 | N | 1617 | N/A | 1 | 29 | 16 | 6 | 6 | 19 | N/A | 15 | 2 | 7
Kantar | N/A | 2022-10-05 | 2022-10-11 | N | 1433 | N/A | 1 | 25 | 20 | 6 | 5 | 21 | N/A | 15 | N/A | 8
Forsa | N/A | 2022-10-04 | 2022-10-10 | N | 2501 | 76.0 | 1 | 28 | 18 | 6 | 5 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-10-04 | 2022-10-10 | N | 2005 | N/A | 0.5 | 27.5 | 19.5 | 7.5 | 5 | 19 | N/A | 15 | N/A | 6.5
Ipsos | N/A | 2022-10-07 | 2022-10-09 | N | 1000 | N/A | 1 | 27 | 18 | 7 | 6 | 21 | N/A | 13 | N/A | 8
INSA and YouGov | N/A | 2022-10-04 | 2022-10-07 | N | 1315 | N/A | 1 | 27 | 19 | 8 | 5 | 19 | N/A | 15 | N/A | 7
Infratest dimap | N/A | 2022-10-03 | 2022-10-05 | N | 1307 | N/A | 1 | 28 | 17 | 7 | 5 | 19 | N/A | 15 | N/A | 9
Kantar | N/A | 2022-10-04 | 2022-10-04 | N | 1864 | N/A | 1 | 27 | 18 | 8 | 6 | 20 | N/A | 14 | N/A | 7
INSA and YouGov | N/A | 2022-10-03 | 2022-10-03 | N | 2008 | N/A | 0.5 | N/A | 19 | 8 | 5.5 | 18.5 | N/A | 15 | N/A | 6.5
Forsa | N/A | 2022-09-27 | 2022-09-30 | N | 2001 | 75.0 | 1 | 28 | 18 | 6 | 5 | 20 | N/A | 14 | N/A | 9
INSA and YouGov | N/A | 2022-09-26 | 2022-09-30 | N | 1210 | N/A | 1 | 28 | 19 | 8 | 6 | 18 | N/A | 15 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2022-09-27 | 2022-09-29 | N | 1355 | 73.0 | 1 | 27 | 18 | 7 | 5 | 22 | N/A | 14 | N/A | 7
Kantar | N/A | 2022-09-22 | 2022-09-27 | N | 1381 | N/A | 1 | 27 | 19 | 8 | 5 | 21 | N/A | 13 | N/A | 7
INSA and YouGov | N/A | 2022-09-23 | 2022-09-26 | N | 2102 | N/A | 0.5 | 27.5 | 18 | 8 | 5.5 | 19.5 | N/A | 15 | N/A | 6.5
Forsa | N/A | 2022-09-20 | 2022-09-26 | N | 2505 | 77.0 | 1 | 28 | 18 | 7 | 5 | 20 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-09-19 | 2022-09-23 | N | 1255 | N/A | 1 | 28 | 19 | 8 | 5 | 19 | N/A | 14 | N/A | 7
Kantar | N/A | 2022-09-14 | 2022-09-20 | N | 1444 | N/A | 1 | 27 | 19 | 7 | 5 | 20 | N/A | 14 | N/A | 8
GMS | N/A | 2022-09-14 | 2022-09-20 | N | 1003 | N/A | 1 | 28 | 21 | 7 | 4 | 20 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-09-16 | 2022-09-19 | N | 2080 | N/A | 0.5 | 28.5 | 18.5 | 7.5 | 5.5 | 19 | N/A | 14 | N/A | 7
Forsa | N/A | 2022-09-13 | 2022-09-19 | N | 2506 | N/A | 1 | 28 | 19 | 7 | 5 | 19 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-09-12 | 2022-09-16 | N | 1476 | N/A | 1 | 28 | 19 | 7 | 6 | 19 | N/A | 13 | N/A | 8
Infratest dimap | N/A | 2022-09-13 | 2022-09-14 | N | 1224 | N/A | 1 | 28 | 17 | 7 | 5 | 21 | N/A | 14 | N/A | 8
Allensbach | N/A | 2022-09-01 | 2022-09-14 | N | 1030 | N/A | 0.5 | 30 | 20 | 7 | 5.5 | 19 | N/A | 13 | N/A | 5.5
YouGov | N/A | 2022-09-09 | 2022-09-13 | N | 1635 | N/A | 1 | 29 | 16 | 6 | 7 | 19 | N/A | 14 | 1 | 7
Kantar | N/A | 2022-09-07 | 2022-09-13 | N | 1443 | N/A | 1 | 26 | 20 | 7 | 5 | 21 | N/A | 13 | N/A | 8
Forsa | N/A | 2022-09-06 | 2022-09-13 | N | 2501 | N/A | 1 | 28 | 19 | 6 | 5 | 20 | N/A | 13 | N/A | 9
INSA and YouGov | N/A | 2022-09-09 | 2022-09-12 | N | 2039 | N/A | 0.5 | N/A | 18 | 8 | 5.5 | 20 | N/A | 13.5 | N/A | 7
INSA and YouGov | N/A | 2022-09-05 | 2022-09-09 | N | 1443 | N/A | 1 | 27 | 19 | 8 | 5 | 20 | N/A | 13 | N/A | 8
Forschungsgruppe Wahlen | N/A | 2022-09-06 | 2022-09-08 | N | 1299 | 75.0 | 1 | 28 | 19 | 6 | 5 | 23 | N/A | 13 | N/A | 6
Kantar | N/A | 2022-09-06 | 2022-09-06 | N | 1416 | N/A | 1 | 25 | 20 | 8 | 5 | 21 | N/A | 12 | N/A | 9
Forsa | N/A | 2022-09-05 | 2022-09-05 | N | 2500 | 75.0 | 1 | 26 | 18 | 7 | 5 | 24 | N/A | 11 | N/A | 9
INSA and YouGov | N/A | 2022-09-02 | 2022-09-05 | N | 2004 | N/A | 0.5 | 28 | 18 | 7.5 | 5.5 | 20.5 | N/A | 13.5 | N/A | 7
Ipsos | N/A | 2022-09-02 | 2022-09-04 | N | 1000 | N/A | 1 | 26 | 19 | 8 | 6 | 21 | N/A | 12 | N/A | 8
INSA and YouGov | N/A | 2022-09-02 | 2022-09-02 | N | 1203 | N/A | 1 | 28 | 19 | 8 | 5 | 20 | N/A | 13 | N/A | 7
Infratest dimap | N/A | 2022-08-29 | 2022-08-31 | N | 1324 | N/A | 1 | 27 | 17 | 8 | 5 | 22 | N/A | 13 | N/A | 8
Kantar | N/A | 2022-08-24 | 2022-08-30 | N | 1411 | N/A | 1 | 24 | 21 | 8 | 5 | 22 | N/A | 12 | N/A | 8
INSA and YouGov | N/A | 2022-08-26 | 2022-08-29 | N | 2138 | N/A | 0.5 | N/A | 19 | 8 | 5.5 | 20.5 | N/A | 13 | N/A | 6.5
Forsa | N/A | 2022-08-23 | 2022-08-29 | N | 2503 | 75.0 | 1 | 26 | 17 | 7 | 5 | 25 | N/A | 11 | N/A | 9
INSA and YouGov | N/A | 2022-08-22 | 2022-08-26 | N | 1204 | N/A | 1 | 28 | 20 | 8 | 5 | 21 | N/A | 12 | N/A | 6
Kantar | N/A | 2022-08-17 | 2022-08-23 | N | 1431 | N/A | 1 | 26 | 19 | 7 | 5 | 23 | N/A | 12 | N/A | 8
INSA and YouGov | N/A | 2022-08-19 | 2022-08-22 | N | 2091 | N/A | 0.5 | N/A | 18.5 | 7.5 | 5.5 | 21 | N/A | 13 | N/A | 6.5
Forsa | N/A | 2022-08-16 | 2022-08-22 | N | 2505 | 75.0 | 1 | 26 | 18 | 7 | 4 | 25 | N/A | 11 | N/A | 9
INSA and YouGov | N/A | 2022-08-15 | 2022-08-19 | N | 1427 | N/A | 1 | 28 | 19 | 8 | 5 | 21 | N/A | 12 | N/A | 7
Allensbach | N/A | 2022-08-05 | 2022-08-18 | N | 1038 | N/A | 0.5 | 29 | 19.5 | 8 | 5 | 21 | N/A | 12 | N/A | 5.5
Infratest dimap | N/A | 2022-08-16 | 2022-08-17 | N | 1273 | N/A | 1 | 28 | 18 | 7 | 4 | 23 | N/A | 12 | N/A | 8
Kantar | N/A | 2022-08-10 | 2022-08-16 | N | 1429 | N/A | 1 | 28 | 20 | 6 | 4 | 23 | N/A | 12 | N/A | 7
INSA and YouGov | N/A | 2022-08-12 | 2022-08-15 | N | 2146 | N/A | 1 | N/A | 19 | 8 | 5 | 22 | N/A | 12 | N/A | 6
Forsa | N/A | 2022-08-09 | 2022-08-15 | N | 2500 | 72.0 | 1 | 26 | 18 | 6 | 4 | 25 | N/A | 11 | N/A | 10
INSA and YouGov | N/A | 2022-08-08 | 2022-08-12 | N | 1502 | N/A | 1 | 27 | 19 | 9 | 5 | 22 | N/A | 12 | N/A | 6
Forschungsgruppe Wahlen | N/A | 2022-08-09 | 2022-08-11 | N | 1389 | 75.0 | 1 | 26 | 19 | 7 | 4 | 26 | N/A | 12 | N/A | 6
YouGov | N/A | 2022-08-05 | 2022-08-10 | N | 1595 | N/A | 1 | 27 | 19 | 6 | 6 | 21 | N/A | 14 | 1 | 7
Kantar | N/A | 2022-08-03 | 2022-08-09 | N | 1422 | N/A | 1 | 27 | 21 | 7 | 5 | 22 | N/A | 11 | N/A | 7
INSA and YouGov | N/A | 2022-08-05 | 2022-08-08 | N | 2099 | N/A | 0.5 | N/A | 18 | 8 | 5.5 | 21.5 | N/A | 12.5 | N/A | 7.5
Ipsos | N/A | 2022-08-05 | 2022-08-08 | N | 1000 | N/A | 1 | 27 | 19 | 8 | 5 | 22 | N/A | 11 | N/A | 8
Forsa | N/A | 2022-08-02 | 2022-08-08 | N | 2504 | 74.0 | 1 | 26 | 18 | 7 | 5 | 24 | N/A | 10 | N/A | 10
INSA and YouGov | N/A | 2022-08-01 | 2022-08-05 | N | 1701 | N/A | 1 | 27 | 19 | 9 | 5 | 21 | N/A | 12 | N/A | 7
Infratest dimap | N/A | 2022-08-01 | 2022-08-03 | N | 1313 | N/A | 1 | 28 | 17 | 7 | 4 | 23 | N/A | 13 | N/A | 8
Kantar | N/A | 2022-08-02 | 2022-08-02 | N | 1426 | N/A | 1 | 25 | 21 | 6 | 5 | 23 | N/A | 11 | N/A | 9
Forsa | N/A | 2022-08-01 | 2022-08-01 | N | 2504 | N/A | 1 | 27 | 18 | 7 | 5 | 24 | N/A | 10 | N/A | 9
INSA and YouGov | N/A | 2022-08-01 | 2022-08-01 | N | 2144 | N/A | 0.5 | N/A | 18.5 | 8 | 5 | 22 | N/A | 12 | N/A | 8
INSA and YouGov | N/A | 2022-07-25 | 2022-07-29 | N | 1202 | N/A | 1 | 26 | 19 | 9 | 5 | 22 | N/A | 12 | N/A | 7
Kantar | N/A | 2022-07-19 | 2022-07-26 | N | 1413 | N/A | 1 | 26 | 21 | 7 | 5 | 22 | N/A | 11 | N/A | 8
INSA and YouGov | N/A | 2022-07-22 | 2022-07-25 | N | 2043 | N/A | 0.5 | N/A | 18.5 | 8 | 5 | 22 | N/A | 12 | N/A | 8
GMS | N/A | 2022-07-20 | 2022-07-25 | N | 1005 | N/A | 1 | 27 | 18 | 9 | 5 | 23 | N/A | 10 | N/A | 8
Forsa | N/A | 2022-07-19 | 2022-07-25 | N | 2510 | 78.0 | 1 | 26 | 19 | 6 | 5 | 24 | N/A | 10 | N/A | 10
INSA and YouGov | N/A | 2022-07-18 | 2022-07-22 | N | 1501 | N/A | 1 | 27 | 18 | 8 | 5 | 23 | N/A | 12 | N/A | 7
Allensbach | N/A | 2022-07-08 | 2022-07-21 | N | 1006 | N/A | 0.5 | 27.5 | 22 | 7 | 5 | 22 | N/A | 11 | N/A | 5.5
Infratest dimap | N/A | 2022-07-19 | 2022-07-20 | N | 1210 | N/A | 1 | 27 | 19 | 7 | 4 | 22 | N/A | 12 | N/A | 9
Kantar | N/A | 2022-07-13 | 2022-07-19 | N | 1392 | N/A | 1 | 25 | 19 | 8 | 5 | 23 | N/A | 11 | N/A | 9
INSA and YouGov | N/A | 2022-07-15 | 2022-07-18 | N | 2062 | N/A | 0.5 | N/A | 18.5 | 8 | 4.5 | 22 | N/A | 12 | N/A | 8.5
Forsa | N/A | 2022-07-12 | 2022-07-18 | N | 2501 | N/A | 1 | 26 | 20 | 6 | 5 | 24 | N/A | 9 | N/A | 10
INSA and YouGov | N/A | 2022-07-11 | 2022-07-15 | N | 1277 | N/A | 1 | 26 | 19 | 8 | 5 | 22 | N/A | 11 | N/A | 9
Forschungsgruppe Wahlen | N/A | 2022-07-12 | 2022-07-14 | N | 1167 | 75.0 | 1 | 26 | 21 | 6 | 5 | 25 | N/A | 11 | N/A | 6
Kantar | N/A | 2022-07-06 | 2022-07-12 | N | 1433 | N/A | 1 | 25 | 20 | 8 | 4 | 24 | N/A | 11 | N/A | 8
