Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | VVD | D66 | PVV | CDA | GL | SP | PvdA | PvdD | CU | P50+ | SGP | FVD | DENK | PPNL | PvdT | CO | JA21 | BIJ1 | Volt | BBB | Splinter | BVNL | NSC | Other
Peil.nl | N/A | 2018-04-30 | 2018-05-06 | N | 3000 | N/A | 1 | 16 | 8 | 9 | 9 | 11 | 10 | 8 | 5 | 3 | 5 | 2 | 11 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-04-23 | 2018-04-29 | N | 3000 | N/A | 1 | 16 | 8 | 9 | 9 | 11 | 10 | 8 | 5 | 3 | 5 | 2 | 11 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | EenVandaag | 2018-04-20 | 2018-04-23 | N | 1169 | N/A | 0.1 | 21.7 | 9.4 | 9.4 | 9.7 | 11.6 | 8.2 | 5.2 | 4.5 | 4.7 | 4.1 | 2.0 | 6.4 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Peil.nl | N/A | 2018-04-16 | 2018-04-22 | N | 3000 | N/A | 1 | 17 | 9 | 8 | 10 | 11 | 9 | 7 | 5 | 4 | 5 | 2 | 10 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-04-09 | 2018-04-15 | N | 3000 | N/A | 1 | 17 | 9 | 8 | 10 | 11 | 9 | 7 | 5 | 4 | 5 | 2 | 10 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-04-02 | 2018-04-08 | N | 3000 | N/A | 1 | 17 | 9 | 8 | 10 | 11 | 9 | 7 | 5 | 4 | 5 | 2 | 10 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-03-26 | 2018-04-01 | N | 3000 | N/A | 1 | 16 | 9 | 7 | 10 | 11 | 9 | 8 | 5 | 4 | 5 | 2 | 11 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-03-19 | 2018-03-25 | N | 3000 | N/A | 1 | 16 | 9 | 7 | 10 | 11 | 9 | 8 | 5 | 4 | 5 | 2 | 11 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | EenVandaag | 2018-03-19 | 2018-03-19 | N | 1164 | N/A | 0.1 | 20.9 | 10.5 | 10.4 | 10.2 | 9.5 | 8.5 | 5.1 | 4.5 | 4.3 | 4.6 | 2.2 | 5.9 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.8
Peil.nl | N/A | 2018-03-12 | 2018-03-18 | N | 3000 | N/A | 1 | 17 | 9 | 8 | 9 | 9 | 10 | 8 | 5 | 5 | 5 | 2 | 11 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
I&O Research | N/A | 2018-03-08 | 2018-03-12 | N | 3375 | N/A | 0.1 | 17.7 | 10.2 | 10.5 | 10.5 | 10.7 | 8.4 | 7.6 | 3.6 | 5.0 | 4.2 | 2.3 | 6.8 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Peil.nl | N/A | 2018-03-05 | 2018-03-11 | N | 3000 | N/A | 1 | 17 | 9 | 9 | 9 | 9 | 11 | 8 | 5 | 5 | 5 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Kantar Public | N/A | 2018-02-27 | 2018-03-04 | N | 1045 | N/A | 1 | 20 | 10 | 11 | 10 | 11 | 11 | 6 | 4 | 4 | 4 | 2 | 6 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-02-26 | 2018-03-04 | N | 3000 | N/A | 1 | 17 | 9 | 9 | 9 | 9 | 11 | 8 | 5 | 5 | 5 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | EenVandaag | 2018-02-23 | 2018-02-26 | N | 1026 | N/A | 0.1 | 19.9 | 10.4 | 9.7 | 10.1 | 9.3 | 8.3 | 5.1 | 5.2 | 3.6 | 4.0 | 2.3 | 7.7 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.3
Peil.nl | N/A | 2018-02-19 | 2018-02-25 | N | 3000 | N/A | 1 | 17 | 9 | 9 | 9 | 9 | 11 | 8 | 5 | 5 | 5 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-02-12 | 2018-02-18 | N | 3000 | N/A | 1 | 18 | 9 | 9 | 9 | 9 | 10 | 8 | 5 | 4 | 4 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-02-05 | 2018-02-11 | N | 3000 | N/A | 1 | 18 | 11 | 10 | 10 | 9 | 9 | 8 | 5 | 3 | 3 | 2 | 9 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
I&O Research | N/A | 2018-02-02 | 2018-02-06 | N | 3576 | N/A | 0.1 | 18.9 | 11.3 | 10.6 | 9.4 | 10.7 | 7.9 | 6.7 | 4.1 | 4.3 | 3.2 | 2.4 | 8.6 | 1.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Peil.nl | N/A | 2018-01-29 | 2018-02-04 | N | 3000 | N/A | 1 | 18 | 11 | 10 | 9 | 9 | 9 | 9 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | EenVandaag | 2018-01-26 | 2018-01-29 | N | 1041 | N/A | 1 | 21 | 11 | 11 | 10 | 9 | 9 | 6 | 5 | 3 | 3 | 2 | 8 | 3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Kantar Public | N/A | 2018-01-25 | 2018-01-28 | N | 1156 | N/A | 1 | 19 | 11 | 12 | 9 | 11 | 10 | 7 | 3 | 4 | 3 | 2 | 8 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-01-22 | 2018-01-28 | N | 3000 | N/A | 1 | 18 | 11 | 10 | 9 | 9 | 9 | 9 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-01-15 | 2018-01-21 | N | 3000 | N/A | 1 | 18 | 11 | 10 | 9 | 9 | 9 | 9 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2018-01-08 | 2018-01-14 | N | 3000 | N/A | 1 | 18 | 10 | 9 | 9 | 9 | 9 | 9 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-12-18 | 2017-12-24 | N | 3000 | N/A | 1 | 18 | 10 | 9 | 9 | 9 | 9 | 9 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-12-18 | 2017-12-18 | N | N/A | N/A | 0.1 | 19.8 | 10.7 | 11.8 | 9.4 | 8.7 | 8.0 | 6.6 | 4.4 | 3.9 | 3.2 | 2.5 | 7.8 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.6
GfK | EenVandaag | 2017-12-15 | 2017-12-18 | N | 1906 | N/A | 1 | 19 | 10 | 14 | 10 | 9 | 10 | 7 | 3 | 4 | 3 | 2 | 7 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-12-17 | 2017-12-17 | N | 3000 | N/A | 1 | 17 | 11 | 9 | 9 | 9 | 9 | 10 | 5 | 3 | 3 | 2 | 10 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-12-10 | 2017-12-10 | N | 3000 | N/A | 1 | 17 | 11 | 10 | 9 | 9 | 9 | 10 | 5 | 4 | 3 | 2 | 9 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-12-03 | 2017-12-03 | N | 3000 | N/A | 1 | 17 | 11 | 10 | 9 | 9 | 9 | 10 | 5 | 4 | 3 | 2 | 9 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-11-30 | 2017-11-30 | N | N/A | N/A | 0.1 | 20.3 | 11.6 | 12.4 | 9.4 | 9.6 | 6.3 | 6.8 | 4.0 | 3.9 | 3.6 | 2.1 | 7.5 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
GfK | EenVandaag | 2017-11-27 | 2017-11-27 | N | 1946 | N/A | 1 | 19 | 12 | 15 | 9 | 9 | 9 | 7 | 3 | 4 | 5 | 2 | 6 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-11-26 | 2017-11-26 | N | 3000 | N/A | 1 | 19 | 11 | 10 | 10 | 9 | 8 | 9 | 5 | 4 | 4 | 2 | 8 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-11-19 | 2017-11-19 | N | 3000 | N/A | 1 | 19 | 11 | 11 | 10 | 9 | 9 | 9 | 4 | 3 | 3 | 2 | 8 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-11-12 | 2017-11-12 | N | 3000 | N/A | 1 | 19 | 11 | 11 | 10 | 9 | 9 | 9 | 4 | 3 | 3 | 2 | 8 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-11-05 | 2017-11-05 | N | 3000 | N/A | 1 | 19 | 12 | 11 | 11 | 9 | 8 | 9 | 4 | 3 | 3 | 2 | 7 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-11-02 | 2017-11-02 | N | N/A | N/A | 0.1 | 20.3 | 11.7 | 12.2 | 9.8 | 10.0 | 6.2 | 5.6 | 3.8 | 4.1 | 4.0 | 1.9 | 6.3 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
I&O Research | N/A | 2017-10-30 | 2017-10-30 | N | N/A | N/A | 0.1 | 19.2 | 11.7 | 11.9 | 9.5 | 10.3 | 7.1 | 6.9 | 3.5 | 4.4 | 3.4 | 2.5 | 7.4 | 1.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
GfK | EenVandaag | 2017-10-27 | 2017-10-30 | N | 2022 | N/A | 1 | 20 | 11 | 14 | 11 | 9 | 8 | 8 | 4 | 4 | 3 | 2 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-10-29 | 2017-10-29 | N | 3000 | N/A | 1 | 19 | 12 | 11 | 11 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 7 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-10-15 | 2017-10-15 | N | 3000 | N/A | 1 | 19 | 12 | 12 | 11 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 7 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Kantar Public | N/A | 2017-10-11 | 2017-10-15 | N | 985 | N/A | 1 | 19 | 11 | 14 | 10 | 10 | 8 | 7 | 4 | 4 | 3 | 2 | 6 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
I&O Research | N/A | 2017-10-11 | 2017-10-11 | N | N/A | N/A | 0.1 | 19.3 | 12.0 | 12.3 | 9.6 | 10.5 | 6.6 | 6.4 | 3.9 | 4.4 | 4.1 | 2.2 | 6.6 | 1.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Ipsos | N/A | 2017-10-05 | 2017-10-05 | N | N/A | N/A | 0.1 | 21.9 | 12.9 | 11.4 | 9.7 | 9.4 | 6.2 | 4.9 | 4.7 | 3.6 | 3.3 | 1.7 | 6.2 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Peil.nl | N/A | 2017-10-01 | 2017-10-01 | N | 3000 | N/A | 1 | 21 | 13 | 12 | 10 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 6 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GfK | EenVandaag | 2017-09-22 | 2017-09-25 | N | 1837 | N/A | 1 | 19 | 11 | 15 | 11 | 10 | 8 | 7 | 4 | 4 | 3 | 3 | 4 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-09-24 | 2017-09-24 | N | 3000 | N/A | 1 | 21 | 13 | 12 | 11 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-09-17 | 2017-09-17 | N | 3000 | N/A | 1 | 21 | 13 | 12 | 11 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-09-14 | 2017-09-14 | N | N/A | N/A | 0.1 | 22.7 | 12.4 | 12.1 | 10.3 | 8.5 | 5.8 | 5.1 | 4.3 | 4.0 | 3.3 | 2.1 | 5.6 | 2.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
I&O Research | N/A | 2017-09-11 | 2017-09-11 | N | N/A | N/A | 0.1 | 19.5 | 12.0 | 12.8 | 10.4 | 9.7 | 7.9 | 6.0 | 4.1 | 4.3 | 2.8 | 2.2 | 5.9 | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.7
Peil.nl | N/A | 2017-09-10 | 2017-09-10 | N | 3000 | N/A | 1 | 21 | 13 | 12 | 11 | 9 | 7 | 8 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GfK | EenVandaag | 2017-09-01 | 2017-09-04 | N | 1869 | N/A | 1 | 20 | 13 | 15 | 11 | 9 | 7 | 6 | 4 | 5 | 3 | 2 | 3 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-09-03 | 2017-09-03 | N | 3000 | N/A | 1 | 21 | 12 | 13 | 11 | 9 | 8 | 8 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Kantar Public | N/A | 2017-08-31 | 2017-08-31 | N | N/A | N/A | 1 | 21 | 12 | 15 | 11 | 11 | 7 | 6 | 3 | 3 | 3 | 2 | 5 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-08-27 | 2017-08-27 | N | 3000 | N/A | 1 | 21 | 12 | 13 | 11 | 9 | 8 | 7 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-08-20 | 2017-08-20 | N | 3000 | N/A | 1 | 21 | 12 | 13 | 11 | 9 | 8 | 7 | 4 | 3 | 3 | 2 | 5 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-08-10 | 2017-08-10 | N | N/A | N/A | 0.1 | 22.2 | 13.1 | 13.7 | 10.0 | 8.4 | 5.7 | 4.9 | 4.9 | 4.2 | 2.4 | 1.4 | 4.8 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Peil.nl | N/A | 2017-07-30 | 2017-07-30 | N | 3000 | N/A | 1 | 21 | 13 | 14 | 11 | 9 | 7 | 7 | 3 | 3 | 3 | 2 | 4 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
GfK | EenVandaag | 2017-07-21 | 2017-07-24 | N | 1886 | N/A | 1 | 20 | 12 | 17 | 11 | 8 | 9 | 7 | 3 | 3 | 3 | 2 | 3 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-07-16 | 2017-07-16 | N | 3000 | N/A | 1 | 22 | 13 | 14 | 11 | 9 | 7 | 7 | 3 | 3 | 2 | 2 | 4 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-07-13 | 2017-07-13 | N | N/A | N/A | 0.1 | 22.7 | 13.4 | 12.6 | 10.6 | 9.0 | 5.8 | 5.5 | 4.4 | 4.3 | 2.7 | 1.6 | 3.5 | 3.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.8
Kantar Public | N/A | 2017-07-12 | 2017-07-12 | N | N/A | N/A | 1 | 21 | 13 | 15 | 11 | 11 | 9 | 6 | 3 | 3 | 2 | 2 | 3 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-07-02 | 2017-07-02 | N | 3000 | N/A | 1 | 22 | 13 | 14 | 11 | 9 | 7 | 8 | 3 | 3 | 2 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-06-29 | 2017-06-29 | N | N/A | N/A | 0.1 | 23.1 | 12.7 | 12.6 | 11.2 | 10.7 | 5.0 | 5.1 | 3.7 | 4.4 | 2.4 | 1.7 | 3.9 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.7
GfK | EenVandaag | 2017-06-23 | 2017-06-26 | N | 1834 | N/A | 1 | 23 | 12 | 16 | 11 | 9 | 8 | 7 | 3 | 3 | 3 | 1 | 2 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-06-18 | 2017-06-18 | N | 3000 | N/A | 1 | 22 | 13 | 14 | 11 | 9 | 7 | 7 | 3 | 3 | 2 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
I&O Research | N/A | 2017-06-18 | 2017-06-18 | N | N/A | N/A | 0.1 | 20.4 | 12.6 | 15.2 | 10.5 | 9.7 | 8.0 | 6.5 | 3.3 | 3.9 | 2.6 | 2.2 | 3.1 | 1.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Ipsos | N/A | 2017-06-15 | 2017-06-15 | N | N/A | N/A | 0.1 | 23.7 | 13.2 | 12.2 | 11.4 | 9.3 | 6.1 | 6.0 | 3.3 | 4.2 | 2.4 | 1.5 | 3.1 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.4
Peil.nl | N/A | 2017-06-04 | 2017-06-04 | N | 3000 | N/A | 1 | 22 | 13 | 13 | 11 | 9 | 8 | 7 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-06-01 | 2017-06-01 | N | N/A | N/A | 0.1 | 24.0 | 12.8 | 12.1 | 11.4 | 10.1 | 5.7 | 4.5 | 3.7 | 4.3 | 2.6 | 1.8 | 3.4 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
GfK | EenVandaag | 2017-05-29 | 2017-05-29 | N | 1986 | N/A | 1 | 20 | 12 | 15 | 12 | 10 | 9 | 7 | 3 | 3 | 3 | 2 | 2 | 1 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-05-21 | 2017-05-21 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 12 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-05-19 | 2017-05-19 | N | N/A | N/A | 0.1 | 23.6 | 13.9 | 12.9 | 10.7 | 9.2 | 5.7 | 4.9 | 3.3 | 3.9 | 2.1 | 1.9 | 3.7 | 3.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Peil.nl | N/A | 2017-05-14 | 2017-05-14 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 12 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-05-07 | 2017-05-07 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 12 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-05-04 | 2017-05-04 | N | N/A | N/A | 0.1 | 23.9 | 13.3 | 13.5 | 10.9 | 9.8 | 5.5 | 4.7 | 3.6 | 4.1 | 2.2 | 2.3 | 3.1 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
GfK | EenVandaag | 2017-04-24 | 2017-04-24 | N | N/A | N/A | 1 | 21 | 13 | 15 | 13 | 9 | 9 | 5 | 3 | 3 | 3 | 2 | 2 | 1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-04-23 | 2017-04-23 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 12 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-04-20 | 2017-04-20 | N | N/A | N/A | 0.1 | 24.3 | 12.6 | 12.4 | 11.2 | 10.6 | 5.8 | 4.1 | 4.1 | 3.3 | 2.4 | 2.3 | 3.5 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.2
Peil.nl | N/A | 2017-04-16 | 2017-04-16 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 12 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 3 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-04-09 | 2017-04-09 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 13 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 2 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Ipsos | N/A | 2017-04-06 | 2017-04-06 | N | N/A | N/A | 0.1 | 22.0 | 13.1 | 13.1 | 11.9 | 9.4 | 7.5 | 5.1 | 3.6 | 3.6 | 2.9 | 2.3 | 2.2 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 1.1
Peil.nl | N/A | 2017-04-02 | 2017-04-02 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 13 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 2 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Peil.nl | N/A | 2017-03-26 | 2017-03-26 | N | 3000 | N/A | 1 | 21 | 13 | 13 | 13 | 9 | 9 | 6 | 3 | 3 | 3 | 2 | 2 | 2 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A
