Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | Lab | Con | Lib Dems | SNP | Plaid | UKIP | GPEW | SGP | Reform UK | Change UK | Other
Deltapoll | N/A | 2023-04-13 | 2023-04-17 | N | 1567 | N/A | 1 | 43 | 29 | 10 | 4 | 2 | 1 | N/A | N/A | 4 | N/A | 1
Redfield & Wilton Strategies | N/A | 2023-04-16 | 2023-04-16 | N | 2000 | N/A | 1 | 44 | 32 | 10 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 1
Savanta | N/A | 2023-04-14 | 2023-04-16 | N | 2237 | N/A | 1 | 45 | 31 | 8 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 4
Opinium | The Observer | 2023-04-12 | 2023-04-14 | N | 1370 | N/A | 1 | 42 | 28 | 10 | 3 | N/A | N/A | N/A | N/A | 8 | N/A | 3
YouGov | The Times | 2023-04-12 | 2023-04-13 | N | 2010 | N/A | 1 | 45 | 27 | 10 | 3 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Techne UK | N/A | 2023-04-12 | 2023-04-13 | N | 1630 | N/A | 1 | 45 | 30 | 10 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 3
Omnisis | N/A | 2023-04-12 | 2023-04-13 | N | 1340 | N/A | 1 | 48 | 25 | 9 | 4 | 1 | N/A | N/A | N/A | 7 | N/A | 1
More in Common | N/A | 2023-04-06 | 2023-04-11 | N | 2046 | N/A | 1 | 44 | 30 | 10 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 2
Redfield & Wilton Strategies | N/A | 2023-04-09 | 2023-04-09 | N | 2000 | N/A | 1 | 44 | 30 | 10 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Opinium | The Observer | 2023-04-05 | 2023-04-06 | N | 2081 | N/A | 1 | 41 | 30 | 10 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 3
YouGov | The Times | 2023-04-05 | 2023-04-06 | N | 2042 | N/A | 1 | 44 | 27 | 9 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Techne UK | N/A | 2023-04-05 | 2023-04-06 | N | 1629 | N/A | 1 | 45 | 30 | 9 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 2
Omnisis | N/A | 2023-04-05 | 2023-04-06 | N | 1328 | N/A | 1 | 46 | 26 | 10 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 3
Deltapoll | N/A | 2023-04-03 | 2023-04-03 | N | 1587 | N/A | 1 | 48 | 27 | 9 | 4 | 1 | 2 | N/A | N/A | 5 | N/A | 1
Savanta | N/A | 2023-04-02 | 2023-04-02 | N | 2149 | N/A | 1 | 45 | 29 | 10 | 3 | 1 | N/A | N/A | N/A | 5 | N/A | 4
Redfield & Wilton Strategies | N/A | 2023-04-02 | 2023-04-02 | N | 2000 | N/A | 1 | 45 | 28 | 12 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 2
Survation | N/A | 2023-04-02 | 2023-04-02 | N | 1009 | N/A | 1 | 46 | 29 | 8 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 6
Opinium | The Observer | 2023-03-29 | 2023-03-31 | N | 2050 | N/A | 1 | 44 | 29 | 9 | 3 | 1 | N/A | N/A | N/A | 7 | N/A | 2
YouGov | The Times | 2023-03-29 | 2023-03-30 | N | 2002 | N/A | 1 | 46 | 26 | 9 | 3 | 1 | N/A | N/A | N/A | 7 | N/A | 1
Techne UK | N/A | 2023-03-29 | 2023-03-30 | N | 1633 | N/A | 1 | 46 | 30 | 9 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 3
PeoplePolling | GB News | 2023-03-29 | 2023-03-29 | N | 1209 | N/A | 1 | 42 | 24 | 9 | 5 | 1 | N/A | N/A | N/A | 8 | N/A | 5
Omnisis | N/A | 2023-03-28 | 2023-03-29 | N | 1344 | N/A | 1 | 50 | 27 | 9 | 3 | 1 | N/A | N/A | N/A | 6 | N/A | 1
Ipsos MORI | Evening Standard | 2023-03-22 | 2023-03-29 | N | 1004 | N/A | 1 | 49 | 26 | 11 | 5 | N/A | N/A | N/A | N/A | 2 | N/A | 1
Deltapoll | N/A | 2023-03-24 | 2023-03-27 | N | 1569 | N/A | 1 | 45 | 30 | 10 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 2
Redfield & Wilton Strategies | N/A | 2023-03-26 | 2023-03-26 | N | 2000 | N/A | 1 | 46 | 27 | 10 | 3 | N/A | N/A | N/A | N/A | 8 | N/A | 2
Savanta | N/A | 2023-03-24 | 2023-03-26 | N | 2097 | N/A | 1 | 45 | 29 | 9 | 4 | 1 | N/A | N/A | N/A | 4 | N/A | 4
Omnisis | N/A | 2023-03-23 | 2023-03-24 | N | 1382 | N/A | 1 | 44 | 29 | 10 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Survation | N/A | 2023-03-23 | 2023-03-24 | N | 831 | N/A | 1 | 45 | 31 | 8 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 5
Techne UK | N/A | 2023-03-22 | 2023-03-23 | N | 1624 | N/A | 1 | 46 | 31 | 8 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 2
PeoplePolling | GB News | 2023-03-22 | 2023-03-22 | N | 1175 | N/A | 1 | 43 | 22 | 10 | 4 | N/A | N/A | N/A | N/A | 9 | N/A | 2
YouGov | The Times | 2023-03-21 | 2023-03-22 | N | 2026 | N/A | 1 | 49 | 23 | 10 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Deltapoll | N/A | 2023-03-17 | 2023-03-20 | N | 1054 | N/A | 1 | 45 | 35 | 7 | 4 | N/A | 1 | N/A | N/A | 3 | N/A | 1
Survation | N/A | 2023-03-17 | 2023-03-20 | N | 812 | N/A | 1 | 46 | 31 | 8 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 5
Redfield & Wilton Strategies | N/A | 2023-03-19 | 2023-03-19 | N | 2000 | N/A | 1 | 47 | 26 | 11 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 2
Savanta | N/A | 2023-03-17 | 2023-03-19 | N | 2175 | N/A | 1 | 45 | 31 | 9 | 3 | N/A | N/A | N/A | N/A | 4 | N/A | 5
PeoplePolling | GB News | 2023-03-16 | 2023-03-17 | N | 1289 | N/A | 1 | 45 | 20 | 9 | 5 | N/A | N/A | N/A | N/A | 6 | N/A | 3
Opinium | The Observer | 2023-03-15 | 2023-03-17 | N | 1402 | N/A | 1 | 44 | 29 | 8 | 3 | 1 | N/A | N/A | N/A | 7 | N/A | 2
YouGov | The Times | 2023-03-15 | 2023-03-16 | N | 2155 | N/A | 1 | 46 | 27 | 9 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 1
Techne UK | N/A | 2023-03-15 | 2023-03-16 | N | 1632 | N/A | 1 | 47 | 30 | 8 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 2
BMG Research | N/A | 2023-03-15 | 2023-03-16 | N | 1546 | N/A | 1 | 46 | 29 | 8 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Omnisis | N/A | 2023-03-15 | 2023-03-15 | N | N/A | N/A | 1 | 46 | 25 | 6 | 3 | N/A | N/A | N/A | N/A | 9 | N/A | N/A
Survation | N/A | 2023-03-13 | 2023-03-15 | N | 1011 | N/A | 1 | 48 | 32 | 8 | 3 | N/A | N/A | N/A | N/A | 3 | N/A | 5
Deltapoll | N/A | 2023-03-10 | 2023-03-13 | N | 1561 | N/A | 1 | 50 | 27 | 9 | 3 | 1 | N/A | N/A | N/A | 4 | N/A | 2
Redfield & Wilton Strategies | N/A | 2023-03-12 | 2023-03-12 | N | 2000 | N/A | 1 | 48 | 27 | 11 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Savanta | N/A | 2023-03-10 | 2023-03-12 | N | 2093 | N/A | 1 | 45 | 30 | 9 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 5
Opinium | N/A | 2023-03-08 | 2023-03-10 | N | 2000 | N/A | 1 | 44 | 29 | 8 | 3 | 1 | N/A | N/A | N/A | 8 | N/A | 3
Techne UK | N/A | 2023-03-08 | 2023-03-09 | N | 1624 | N/A | 1 | 46 | 29 | 9 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Omnisis | N/A | 2023-03-08 | 2023-03-09 | N | 1323 | N/A | 1 | 50 | 26 | 7 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 2
PeoplePolling | GB News | 2023-03-08 | 2023-03-08 | N | 1158 | N/A | 1 | 42 | 23 | 8 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 5
YouGov | The Times | 2023-03-07 | 2023-03-08 | N | 2049 | N/A | 1 | 45 | 23 | 10 | 4 | 1 | N/A | N/A | N/A | 7 | N/A | 2
Deltapoll | N/A | 2023-03-02 | 2023-03-06 | N | 1630 | N/A | 1 | 47 | 31 | 8 | 4 | N/A | 1 | N/A | N/A | 4 | N/A | 0
Redfield & Wilton Strategies | N/A | 2023-03-05 | 2023-03-05 | N | 2000 | N/A | 1 | 50 | 24 | 9 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 1
Savanta | N/A | 2023-03-03 | 2023-03-05 | N | 2138 | N/A | 1 | 43 | 32 | 9 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 5
Omnisis | N/A | 2023-03-02 | 2023-03-03 | N | 1284 | N/A | 1 | 45 | 26 | 11 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Survation | N/A | 2023-03-02 | 2023-03-03 | N | 870 | N/A | 1 | 45 | 29 | 10 | 3 | N/A | N/A | N/A | N/A | 4 | N/A | 6
Find Out Now | Daily Telegraph | 2023-03-01 | 2023-03-03 | N | 1487 | N/A | 1 | 48 | 25 | 9 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 1
Opinium | The Observer | 2023-03-01 | 2023-03-03 | N | 1419 | N/A | 1 | 44 | 27 | 7 | 3 | 0 | N/A | N/A | N/A | 8 | N/A | 3
Techne UK | N/A | 2023-03-01 | 2023-03-02 | N | 1625 | N/A | 1 | 47 | 29 | 8 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
YouGov | The Times | 2023-03-01 | 2023-03-01 | N | 2073 | N/A | 1 | 47 | 25 | 10 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
PeoplePolling | GB News | 2023-03-01 | 2023-03-01 | N | 1158 | N/A | 1 | 45 | 24 | 9 | 5 | N/A | N/A | N/A | N/A | 7 | N/A | 3
Ipsos MORI | Evening Standard | 2023-03-01 | 2023-03-01 | N | 1004 | N/A | 1 | 51 | 25 | 9 | 6 | N/A | N/A | N/A | N/A | 3 | N/A | N/A
Deltapoll | N/A | 2023-02-24 | 2023-02-27 | N | 1060 | N/A | 1 | 46 | 31 | 8 | 3 | 1 | 1 | N/A | N/A | 5 | N/A | 1
Redfield & Wilton Strategies | N/A | 2023-02-26 | 2023-02-26 | N | 2000 | N/A | 1 | 51 | 24 | 9 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 1
Savanta | N/A | 2023-02-24 | 2023-02-26 | N | 2224 | N/A | 1 | 44 | 29 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 5
Techne UK | N/A | 2023-02-22 | 2023-02-23 | N | 1633 | N/A | 1 | 49 | 27 | 8 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 3
Omnisis | N/A | 2023-02-22 | 2023-02-23 | N | 1248 | N/A | 1 | 48 | 24 | 10 | 4 | N/A | N/A | N/A | N/A | 8 | N/A | 1
BMG Research | N/A | 2023-02-21 | 2023-02-23 | N | 1500 | N/A | 1 | 46 | 29 | 9 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 1
PeoplePolling | GB News | 2023-02-22 | 2023-02-22 | N | 1192 | N/A | 1 | 46 | 20 | 8 | 5 | N/A | N/A | N/A | N/A | 9 | N/A | 4
YouGov | The Times | 2023-02-21 | 2023-02-22 | N | 2003 | N/A | 1 | 46 | 23 | 9 | 4 | 1 | N/A | N/A | N/A | 8 | N/A | 2
Deltapoll | N/A | 2023-02-17 | 2023-02-20 | N | 1079 | N/A | 1 | 50 | 28 | 9 | 4 | 1 | 1 | N/A | N/A | 2 | N/A | 1
Kantar | N/A | 2023-02-16 | 2023-02-20 | N | 1120 | N/A | 1 | 45 | 28 | 9 | 5 | N/A | 1 | N/A | N/A | 5 | N/A | N/A
Savanta | N/A | 2023-02-17 | 2023-02-19 | N | 2103 | N/A | 1 | 45 | 31 | 9 | 3 | N/A | N/A | N/A | N/A | 4 | N/A | 4
Redfield & Wilton Strategies | N/A | 2023-02-18 | 2023-02-18 | N | 2000 | N/A | 1 | 51 | 24 | 10 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Opinium | The Observer | 2023-02-15 | 2023-02-17 | N | 1451 | N/A | 1 | 44 | 28 | 9 | 4 | 0 | N/A | N/A | N/A | 7 | N/A | 2
Techne UK | N/A | 2023-02-15 | 2023-02-16 | N | 1631 | N/A | 1 | 48 | 27 | 8 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 3
Omnisis | N/A | 2023-02-15 | 2023-02-16 | N | 1259 | N/A | 1 | 48 | 25 | 10 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 1
Survation | N/A | 2023-02-10 | 2023-02-16 | N | 6094 | N/A | 1 | 48 | 29 | 8 | 3 | 1 | 1 | N/A | N/A | 4 | N/A | 3
PeoplePolling | GB News | 2023-02-15 | 2023-02-15 | N | 1148 | N/A | 1 | 48 | 21 | 8 | 5 | N/A | N/A | N/A | N/A | 7 | N/A | 4
YouGov | The Times | 2023-02-14 | 2023-02-15 | N | 2062 | N/A | 1 | 50 | 22 | 9 | 4 | 1 | N/A | N/A | N/A | 7 | N/A | 1
Deltapoll | N/A | 2023-02-10 | 2023-02-13 | N | 1004 | N/A | 1 | 48 | 28 | 8 | 5 | 0 | 1 | N/A | N/A | 3 | N/A | 2
Redfield & Wilton Strategies | N/A | 2023-02-12 | 2023-02-12 | N | 2000 | N/A | 1 | 48 | 27 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Savanta | N/A | 2023-02-10 | 2023-02-12 | N | 2175 | N/A | 1 | 45 | 28 | 10 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 4
Focaldata | N/A | 2023-02-10 | 2023-02-12 | N | 1041 | N/A | 1 | 48 | 28 | 9 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Omnisis | N/A | 2023-02-09 | 2023-02-10 | N | 1281 | N/A | 1 | 47 | 26 | 10 | 4 | N/A | N/A | N/A | N/A | 8 | N/A | 1
YouGov | The Times | 2023-02-08 | 2023-02-09 | N | 2061 | N/A | 1 | 47 | 24 | 10 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Techne UK | N/A | 2023-02-08 | 2023-02-09 | N | 1627 | N/A | 1 | 47 | 26 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 3
PeoplePolling | GB News | 2023-02-08 | 2023-02-09 | N | 1229 | N/A | 1 | 50 | 21 | 7 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 3
Deltapoll | N/A | 2023-02-03 | 2023-02-06 | N | 1831 | N/A | 1 | 47 | 29 | 9 | 4 | 1 | 1 | N/A | N/A | 5 | N/A | 1
Survation | N/A | 2023-02-01 | 2023-02-06 | N | 1923 | N/A | 1 | 42 | 26 | 11 | 4 | 1 | 1 | N/A | N/A | 6 | N/A | 4
Redfield & Wilton Strategies | N/A | 2023-02-05 | 2023-02-05 | N | 2000 | N/A | 1 | 50 | 24 | 10 | 3 | 1 | N/A | N/A | N/A | 6 | N/A | 1
Savanta | N/A | 2023-02-03 | 2023-02-05 | N | 2247 | N/A | 1 | 46 | 27 | 9 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 4
Omnisis | N/A | 2023-02-02 | 2023-02-03 | N | 1324 | N/A | 1 | 48 | 24 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 3
Techne UK | N/A | 2023-02-01 | 2023-02-02 | N | 1634 | N/A | 1 | 48 | 27 | 8 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 2
YouGov | The Times | 2023-02-01 | 2023-02-01 | N | 2006 | N/A | 1 | 48 | 24 | 9 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
PeoplePolling | GB News | 2023-02-01 | 2023-02-01 | N | 1139 | N/A | 1 | 46 | 22 | 9 | 5 | N/A | N/A | N/A | N/A | 7 | N/A | 2
Deltapoll | N/A | 2023-01-26 | 2023-01-30 | N | 1057 | N/A | 1 | 46 | 29 | 9 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 2
Savanta | N/A | 2023-01-29 | 2023-01-29 | N | 2041 | N/A | 1 | 47 | 26 | 9 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 5
Redfield & Wilton Strategies | N/A | 2023-01-29 | 2023-01-29 | N | 2000 | N/A | 1 | 49 | 28 | 8 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 1
Omnisis | N/A | 2023-01-26 | 2023-01-27 | N | 1311 | N/A | 1 | 50 | 26 | 7 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 2
Techne UK | N/A | 2023-01-25 | 2023-01-26 | N | 1631 | N/A | 1 | 47 | 26 | 8 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 3
BMG Research | N/A | 2023-01-24 | 2023-01-26 | N | 1502 | N/A | 1 | 45 | 29 | 9 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
YouGov | The Times | 2023-01-24 | 2023-01-25 | N | 2058 | N/A | 1 | 45 | 26 | 10 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Ipsos MORI | N/A | 2023-01-18 | 2023-01-25 | N | 1001 | N/A | 1 | 51 | 26 | 9 | 6 | 1 | 1 | N/A | N/A | 2 | N/A | N/A
PeoplePolling | GB News | 2023-01-24 | 2023-01-24 | N | 1270 | N/A | 1 | 50 | 21 | 8 | 6 | N/A | N/A | N/A | N/A | 7 | N/A | 3
Redfield & Wilton Strategies | N/A | 2023-01-22 | 2023-01-22 | N | 2000 | N/A | 1 | 48 | 26 | 9 | 5 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Deltapoll | N/A | 2023-01-19 | 2023-01-21 | N | 1563 | N/A | 1 | 44 | 30 | 9 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 2
Omnisis | N/A | 2023-01-19 | 2023-01-20 | N | 1268 | N/A | 1 | 50 | 24 | 8 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 3
YouGov | The Times | 2023-01-18 | 2023-01-19 | N | 2004 | N/A | 1 | 48 | 26 | 8 | 4 | 1 | N/A | N/A | N/A | 7 | N/A | 1
Techne UK | N/A | 2023-01-18 | 2023-01-19 | N | 1625 | N/A | 1 | 46 | 27 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 3
PeoplePolling | GB News | 2023-01-18 | 2023-01-18 | N | 1168 | N/A | 1 | 45 | 21 | 9 | 5 | N/A | N/A | N/A | N/A | 8 | N/A | 3
Focaldata | Sam Freedman | 2023-01-17 | 2023-01-18 | N | 1028 | N/A | 1 | 49 | 24 | 9 | 3 | N/A | N/A | N/A | N/A | 7 | N/A | 4
Deltapoll | N/A | 2023-01-12 | 2023-01-16 | N | 1059 | N/A | 1 | 45 | 29 | 10 | 5 | N/A | 3 | N/A | N/A | 4 | N/A | N/A
Redfield & Wilton Strategies | N/A | 2023-01-15 | 2023-01-15 | N | 2000 | N/A | 1 | 47 | 27 | 10 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Opinium | The Observer | 2023-01-11 | 2023-01-13 | N | 2000 | N/A | 1 | 45 | 29 | 9 | 3 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Techne UK | N/A | 2023-01-11 | 2023-01-12 | N | 1636 | N/A | 1 | 47 | 26 | 8 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 3
Omnisis | N/A | 2023-01-11 | 2023-01-12 | N | 1247 | N/A | 1 | 48 | 28 | 7 | 4 | N/A | N/A | N/A | N/A | 3 | N/A | 1
YouGov | The Times | 2023-01-11 | 2023-01-11 | N | 4922 | N/A | 1 | 47 | 24 | 9 | 5 | 1 | N/A | N/A | N/A | 7 | N/A | 2
PeoplePolling | GB News | 2023-01-11 | 2023-01-11 | N | 1160 | N/A | 1 | 46 | 20 | 8 | 5 | N/A | N/A | N/A | N/A | 7 | N/A | 8
YouGov | The Times | 2023-01-10 | 2023-01-11 | N | 1691 | N/A | 1 | 47 | 25 | 9 | 5 | 1 | N/A | N/A | N/A | 7 | N/A | 1
Redfield & Wilton Strategies | N/A | 2023-01-08 | 2023-01-08 | N | 2000 | N/A | 1 | 48 | 26 | 9 | 4 | N/A | N/A | N/A | N/A | 6 | N/A | 2
Deltapoll | N/A | 2023-01-05 | 2023-01-07 | N | 1593 | N/A | 1 | 45 | 31 | 9 | 3 | N/A | 2 | N/A | N/A | 3 | N/A | 1
Omnisis | N/A | 2023-01-05 | 2023-01-06 | N | 1285 | N/A | 1 | 49 | 27 | 10 | 4 | N/A | N/A | N/A | N/A | 4 | N/A | 1
YouGov | The Times | 2023-01-04 | 2023-01-05 | N | 1709 | N/A | 1 | 46 | 25 | 9 | 5 | 1 | N/A | N/A | N/A | 7 | N/A | 2
Techne UK | N/A | 2023-01-04 | 2023-01-05 | N | 1625 | N/A | 1 | 46 | 25 | 9 | 4 | N/A | N/A | N/A | N/A | 8 | N/A | 3
PeoplePolling | GB News | 2023-01-04 | 2023-01-04 | N | 1209 | N/A | 1 | 46 | 22 | 7 | 5 | 1 | N/A | N/A | N/A | 8 | N/A | 6
Redfield & Wilton Strategies | N/A | 2023-01-02 | 2023-01-03 | N | 2000 | N/A | 1 | 47 | 27 | 12 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 1
PeoplePolling | GB News | 2022-12-28 | 2022-12-28 | N | 1169 | N/A | 1 | 45 | 19 | 8 | 6 | 1 | N/A | N/A | N/A | 8 | N/A | 3
Omnisis | N/A | 2022-12-22 | 2022-12-22 | N | 1242 | N/A | 1 | 51 | 25 | 7 | 4 | 0 | N/A | N/A | N/A | 6 | N/A | 2
Techne UK | N/A | 2022-12-21 | 2022-12-22 | N | 1633 | N/A | 1 | 45 | 28 | 8 | 4 | N/A | N/A | N/A | N/A | 7 | N/A | 3
PeoplePolling | GB News | 2022-12-21 | 2022-12-21 | N | 1151 | N/A | 1 | 46 | 22 | 8 | 5 | N/A | N/A | N/A | N/A | 8 | N/A | 3
YouGov | The Times | 2022-12-20 | 2022-12-21 | N | 1672 | N/A | 1 | 48 | 24 | 9 | 4 | 1 | N/A | N/A | N/A | 8 | N/A | 2
Savanta | N/A | 2022-12-16 | 2022-12-18 | N | 2024 | N/A | 1 | 45 | 28 | 9 | 5 | N/A | N/A | N/A | N/A | 5 | N/A | 5
Omnisis | N/A | 2022-12-15 | 2022-12-16 | N | 1216 | N/A | 1 | 47 | 26 | 9 | 5 | N/A | N/A | N/A | N/A | 6 | N/A | 1
Opinium | The Observer | 2022-12-14 | 2022-12-16 | N | 1418 | N/A | 1 | 44 | 29 | 9 | 3 | 1 | N/A | N/A | N/A | 8 | N/A | 2
YouGov | The Times | 2022-12-14 | 2022-12-15 | N | 1690 | N/A | 1 | 48 | 23 | 8 | 5 | 1 | N/A | N/A | N/A | 9 | N/A | 1
Techne UK | N/A | 2022-12-14 | 2022-12-15 | N | 1631 | N/A | 1 | 46 | 28 | 9 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 3
PeoplePolling | GB News | 2022-12-14 | 2022-12-14 | N | 1151 | N/A | 1 | 45 | 24 | 7 | 5 | N/A | N/A | N/A | N/A | 7 | N/A | 4
Ipsos MORI | N/A | 2022-12-07 | 2022-12-13 | N | 1007 | N/A | 1 | 49 | 23 | 13 | 5 | N/A | N/A | N/A | N/A | 2 | N/A | 4
Kantar | N/A | 2022-12-09 | 2022-12-12 | N | 1097 | N/A | 1 | 46 | 29 | 9 | 5 | N/A | 2 | N/A | N/A | 4 | N/A | 1
Deltapoll | N/A | 2022-12-09 | 2022-12-12 | N | 1088 | N/A | 1 | 45 | 32 | 9 | 5 | 1 | 2 | N/A | N/A | 4 | N/A | 1
Redfield & Wilton Strategies | N/A | 2022-12-11 | 2022-12-11 | N | 2000 | N/A | 1 | 46 | 29 | 9 | 3 | 1 | N/A | N/A | N/A | 7 | N/A | 1
Savanta | N/A | 2022-12-09 | 2022-12-11 | N | 2194 | N/A | 1 | 45 | 29 | 8 | 3 | N/A | N/A | N/A | N/A | 6 | N/A | 5
Omnisis | N/A | 2022-12-08 | 2022-12-09 | N | 1294 | N/A | 1 | 48 | 30 | 9 | 2 | N/A | N/A | N/A | N/A | 4 | N/A | 1
Techne UK | N/A | 2022-12-07 | 2022-12-08 | N | 1625 | N/A | 1 | 48 | 27 | 9 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 3
PeoplePolling | GB News | 2022-12-07 | 2022-12-07 | N | 1231 | N/A | 1 | 47 | 20 | 8 | 5 | N/A | N/A | N/A | N/A | 9 | N/A | 5
YouGov | The Times | 2022-12-06 | 2022-12-07 | N | 1696 | N/A | 1 | 48 | 24 | 9 | 4 | 1 | N/A | N/A | N/A | 8 | N/A | 1
Savanta | N/A | 2022-12-02 | 2022-12-05 | N | 6237 | N/A | 1 | 48 | 28 | 11 | N/A | N/A | N/A | N/A | N/A | 4 | N/A | N/A
Deltapoll | N/A | 2022-12-01 | 2022-12-05 | N | 1632 | N/A | 1 | 48 | 28 | 10 | 4 | 1 | 1 | N/A | N/A | 4 | N/A | 0
Redfield & Wilton Strategies | N/A | 2022-12-04 | 2022-12-04 | N | 2000 | N/A | 1 | 48 | 26 | 10 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 1
Savanta | N/A | 2022-12-02 | 2022-12-04 | N | 2211 | N/A | 1 | 42 | 31 | 10 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 4
Opinium | The Observer | 2022-12-02 | 2022-12-02 | N | 2000 | N/A | 1 | 43 | 29 | 8 | 4 | 1 | N/A | N/A | N/A | 6 | N/A | 2
Omnisis | N/A | 2022-12-01 | 2022-12-02 | N | 1189 | N/A | 1 | 48 | 25 | 9 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 4
Techne UK | N/A | 2022-12-01 | 2022-12-01 | N | 1632 | N/A | 1 | 49 | 26 | 10 | 4 | N/A | N/A | N/A | N/A | 5 | N/A | 2
BMG Research | The i | 2022-12-01 | 2022-12-01 | N | 1571 | N/A | 1 | 46 | 28 | 10 | 4 | 0 | N/A | N/A | N/A | 6 | N/A | 2
PeoplePolling | GB News | 2022-11-30 | 2022-11-30 | N | 1145 | N/A | 1 | 46 | 21 | 7 | 5 | 1 | N/A | N/A | N/A | 7 | N/A | 3
YouGov | The Times | 2022-11-29 | 2022-11-30 | N | 1637 | N/A | 1 | 47 | 22 | 9 | 4 | 1 | N/A | N/A | N/A | 9 | N/A | 2
Deltapoll | N/A | 2022-11-24 | 2022-11-28 | N | 1062 | N/A | 1 | 48 | 30 | 10 | 3 | N/A | 1 | N/A | N/A | 4 | N/A | 1
Redfield & Wilton Strategies | N/A | 2022-11-27 | 2022-11-27 | N | 2000 | N/A | 1 | 47 | 27 | 11 | 3 | N/A | N/A | N/A | N/A | 5 | N/A | 1
Savanta ComRes | N/A | 2022-11-25 | 2022-11-27 | N | 2106 | N/A | 1 | 47 | 26 | 10 | 4 | 1 | N/A | N/A | N/A | 5 | N/A | 4
