Polling Firm | Commissioners | Fieldwork Start | Fieldwork End | Scope | Sample Size | Participation | Precision | A | V | O | Ø | B | I | Å | F | C | K | D | E | P | G | M | Q | Æ | Other
Voxmeter | Ritzau | 2019-05-12 | 2019-05-14 | N | 1010 | N/A | 0.1 | 28.2 | 17.2 | 11.5 | 10.5 | 7.6 | 4.1 | 2.5 | 7.7 | 4.9 | 1.3 | 1.9 | 0.1 | 2.3 | N/A | N/A | N/A | N/A | 0.2
Epinion | N/A | 2019-05-11 | 2019-05-13 | N | 1548 | N/A | 0.1 | 27.1 | 18.4 | 11.6 | 9.5 | 7.4 | 3.7 | 3.3 | 8.0 | 4.5 | 0.5 | 2.6 | 0.7 | 2.6 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-11 | 2019-05-13 | N | 1067 | N/A | 0.1 | 28.7 | 17.8 | 11.9 | 10.2 | 7.1 | 3.7 | 2.9 | 7.3 | 5.4 | 1.3 | 1.5 | 0.1 | 2.0 | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-05-10 | 2019-05-12 | N | 1004 | N/A | 0.1 | 28.5 | 18.6 | 11.6 | 9.9 | 6.8 | 3.3 | 3.3 | 7.0 | 5.2 | 1.3 | 1.7 | 0.2 | 2.4 | N/A | N/A | N/A | N/A | 0.2
YouGov | N/A | 2019-05-08 | 2019-05-12 | N | 964 | N/A | 0.1 | 29.1 | 17.2 | 11.2 | 7.3 | 6.8 | 2.4 | 4.0 | 6.8 | 5.8 | 0.6 | 4.3 | 0.5 | 4.0 | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-05-09 | 2019-05-11 | N | 1003 | N/A | 0.1 | 28.2 | 19.1 | 12.0 | 9.6 | 6.9 | 3.4 | 3.4 | 6.7 | 4.7 | 1.6 | 1.5 | 0.2 | 2.3 | N/A | N/A | N/A | N/A | 0.4
YouGov | N/A | 2019-05-07 | 2019-05-11 | N | 1041 | N/A | 0.1 | 27.7 | 17.5 | 11.8 | 7.6 | 5.8 | 2.9 | 4.3 | 7.5 | 5.6 | 0.7 | 4.2 | 0.4 | 4.0 | N/A | N/A | N/A | N/A | 0.0
Norstat | N/A | 2019-05-10 | 2019-05-10 | N | 1207 | N/A | 0.1 | 27.3 | 16.5 | 11.4 | 10.5 | 6.2 | 3.3 | 3.4 | 7.5 | 5.9 | 1.3 | 2.4 | 1.1 | 2.6 | N/A | N/A | N/A | N/A | 0.6
Voxmeter | Ritzau | 2019-05-08 | 2019-05-10 | N | 1012 | N/A | 0.1 | 27.7 | 19.7 | 11.8 | 9.3 | 7.4 | 3.9 | 3.1 | 6.8 | 4.3 | 1.5 | 1.6 | 0.3 | 2.0 | N/A | N/A | N/A | N/A | 0.6
Voxmeter | Ritzau | 2019-05-07 | 2019-05-09 | N | 1011 | N/A | 0.1 | 27.9 | 19.8 | 11.3 | 9.6 | 7.8 | 4.1 | 2.8 | 7.0 | 3.9 | 1.8 | 1.8 | 0.2 | 1.6 | N/A | N/A | N/A | N/A | 0.4
Kantar Gallup | Berlingske | 2019-05-08 | 2019-05-08 | N | 1690 | N/A | 0.1 | 24.3 | 17.9 | 12.5 | 9.2 | 8.4 | 4.1 | 3.1 | 7.2 | 4.8 | 1.1 | 2.7 | 1.1 | 3.3 | N/A | N/A | N/A | N/A | 0.0
YouGov | N/A | 2019-05-05 | 2019-05-08 | N | 983 | N/A | 0.1 | 26.5 | 17.4 | 10.8 | 7.9 | 6.5 | 3.2 | 4.7 | 8.4 | 4.6 | 0.5 | 5.0 | 0.6 | 3.9 | N/A | N/A | N/A | N/A | 0.0
Norstat | Altinget and Jyllands-Posten | 2019-05-02 | 2019-05-08 | N | 1207 | N/A | 0.1 | 28.2 | 17.3 | 12.7 | 9.2 | 6.3 | 3.7 | 3.8 | 6.8 | 4.3 | 1.4 | 2.1 | 0.5 | 3.5 | N/A | N/A | N/A | N/A | 0.0
Epinion | DR | 2019-05-07 | 2019-05-07 | N | 1616 | N/A | 0.1 | 28.1 | 17.5 | 13.9 | 8.9 | 5.5 | 3.6 | 4.3 | 7.1 | 5.2 | 0.4 | 2.9 | 0.2 | 2.6 | N/A | N/A | N/A | N/A | 0.0
Greens Analyseinstitut | Børsen | 2019-05-07 | 2019-05-07 | N | N/A | N/A | 0.1 | 27.5 | 19.4 | 12.2 | 10.5 | 7.1 | 4.8 | 3.2 | 6.7 | 3.5 | 1.0 | 0.9 | 0.2 | 2.4 | N/A | N/A | N/A | N/A | 0.6
Voxmeter | Ritzau | 2019-04-28 | 2019-05-05 | N | 1045 | N/A | 0.1 | 27.5 | 19.4 | 12.2 | 10.5 | 7.1 | 4.8 | 3.2 | 6.7 | 3.5 | 1.0 | 0.9 | 0.2 | 2.4 | N/A | N/A | N/A | N/A | 0.6
YouGov | N/A | 2019-05-01 | 2019-05-03 | N | 1656 | N/A | 0.1 | 23.0 | 17.1 | 11.2 | 9.1 | 6.6 | 3.3 | 3.4 | 8.6 | 5.9 | 0.9 | 6.3 | 0.8 | 3.9 | N/A | N/A | N/A | N/A | 0.0
YouGov | N/A | 2019-04-26 | 2019-04-29 | N | 1890 | N/A | 0.1 | 25.8 | 17.6 | 12.2 | 9.4 | 6.7 | 4.2 | 3.8 | 7.8 | 5.0 | 0.9 | 5.0 | 1.1 | N/A | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-04-22 | 2019-04-28 | N | 1021 | N/A | 0.1 | 27.5 | 19.2 | 13.6 | 9.3 | 7.6 | 4.2 | 3.7 | 5.6 | 3.8 | 0.9 | 2.5 | 0.2 | N/A | N/A | N/A | N/A | N/A | 1.5
Voxmeter | Ritzau | 2019-04-15 | 2019-04-21 | N | 1031 | N/A | 0.1 | 28.9 | 19.0 | 15.0 | 9.3 | 6.8 | 4.1 | 3.1 | 6.2 | 4.3 | 0.9 | 2.0 | 0.1 | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-04-08 | 2019-04-13 | N | 1023 | N/A | 0.1 | 28.5 | 18.8 | 14.0 | 9.8 | 6.9 | 4.8 | 2.9 | 6.2 | 4.1 | 1.3 | 2.2 | 0.2 | N/A | N/A | N/A | N/A | N/A | 0.3
Epinion | DR | 2019-04-03 | 2019-04-09 | N | 1540 | N/A | 0.1 | 29.0 | 18.5 | 13.4 | 9.6 | 6.3 | 4.2 | 2.4 | 7.9 | 4.6 | 0.4 | 2.7 | 0.9 | N/A | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-04-01 | 2019-04-07 | N | 1030 | N/A | 0.1 | 27.9 | 18.3 | 14.8 | 8.6 | 7.2 | 4.4 | 3.4 | 6.4 | 4.6 | 0.9 | 2.8 | 0.3 | N/A | N/A | N/A | N/A | N/A | 0.4
Greens Analyseinstitut | Børsen | 2019-04-01 | 2019-04-01 | N | 1078 | N/A | 0.1 | 30.4 | 15.8 | 14.4 | 9.0 | 5.8 | 4.0 | 3.0 | 7.0 | 4.6 | 1.2 | 3.3 | 1.0 | N/A | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2019-03-25 | 2019-03-31 | N | 1056 | N/A | 0.1 | 28.7 | 18.7 | 15.4 | 8.3 | 7.2 | 4.0 | 4.0 | 5.7 | 4.3 | 0.9 | 1.9 | 0.4 | N/A | N/A | N/A | N/A | N/A | 0.5
Norstat | Altinget and Jyllands-Posten | 2019-03-21 | 2019-03-26 | N | 1204 | N/A | 0.1 | 28.7 | 16.9 | 14.4 | 8.9 | 7.0 | 3.2 | 4.3 | 6.2 | 4.4 | 0.9 | 4.1 | 0.8 | N/A | N/A | N/A | N/A | N/A | 0.2
Epinion | DR | 2019-03-18 | 2019-03-25 | N | 1509 | N/A | 0.1 | 29.5 | 17.0 | 15.1 | 9.4 | 5.7 | 3.9 | 3.1 | 6.9 | 5.2 | 0.5 | 3.1 | 0.6 | N/A | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-03-18 | 2019-03-24 | N | 1044 | N/A | 0.1 | 28.1 | 19.3 | 15.1 | 8.8 | 6.7 | 4.3 | 3.4 | 5.9 | 4.5 | 0.7 | 1.9 | 0.9 | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2019-03-11 | 2019-03-17 | N | 1062 | N/A | 0.1 | 27.7 | 18.9 | 14.6 | 9.2 | 7.0 | 4.9 | 3.6 | 6.2 | 4.1 | 0.5 | 2.1 | 0.8 | N/A | N/A | N/A | N/A | N/A | 0.4
Kantar Gallup | Berlingske | 2019-03-08 | 2019-03-14 | N | 1587 | N/A | 0.1 | 26.0 | 19.7 | 13.7 | 7.9 | 6.9 | 5.4 | 3.7 | 6.7 | 5.2 | 0.9 | 2.6 | 1.3 | N/A | N/A | N/A | N/A | N/A | 0.0
Voxmeter | Ritzau | 2019-03-04 | 2019-03-09 | N | 1037 | N/A | 0.1 | 28.6 | 18.6 | 14.2 | 9.0 | 7.2 | 5.3 | 4.3 | 5.7 | 3.8 | 0.4 | 1.7 | 0.5 | N/A | N/A | N/A | N/A | N/A | 0.7
Voxmeter | Ritzau | 2019-02-25 | 2019-03-03 | N | 1043 | N/A | 0.1 | 28.0 | 18.1 | 14.6 | 8.6 | 6.7 | 5.7 | 4.3 | 5.9 | 4.1 | 0.9 | 2.1 | 0.6 | N/A | N/A | N/A | N/A | N/A | 0.4
Epinion | DR | 2019-02-19 | 2019-02-25 | N | 1532 | N/A | 0.1 | 28.2 | 17.8 | 15.2 | 9.7 | 6.1 | 4.5 | 3.5 | 5.9 | 3.8 | 0.7 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | 1.8
Voxmeter | Ritzau | 2019-02-18 | 2019-02-24 | N | 1032 | N/A | 0.1 | 28.1 | 18.6 | 14.8 | 9.1 | 6.7 | 5.0 | 3.7 | 5.9 | 3.6 | 0.7 | 2.0 | 1.4 | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2019-02-11 | 2019-02-17 | N | 1022 | N/A | 0.1 | 29.0 | 18.1 | 15.4 | 8.6 | 6.3 | 5.7 | 4.1 | 5.2 | 3.6 | 1.1 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | 1.0
Voxmeter | Ritzau | 2019-02-04 | 2019-02-09 | N | 1032 | N/A | 0.1 | 28.3 | 17.9 | 15.8 | 8.6 | 6.8 | 6.0 | 3.7 | 5.8 | 3.8 | 1.0 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2019-01-28 | 2019-02-03 | N | 1045 | N/A | 0.1 | 27.5 | 18.4 | 16.2 | 9.0 | 7.2 | 5.3 | 3.2 | 5.5 | 4.2 | 1.1 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2019-01-21 | 2019-01-27 | N | 1039 | N/A | 0.1 | 28.1 | 18.9 | 16.8 | 8.5 | 6.9 | 4.6 | 3.7 | 5.0 | 4.0 | 0.9 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Epinion | DR | 2019-01-14 | 2019-01-21 | N | 1745 | N/A | 0.1 | 27.9 | 17.5 | 16.6 | 8.9 | 6.2 | 4.6 | 4.1 | 6.7 | 4.0 | 0.6 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2019-01-14 | 2019-01-20 | N | 1032 | N/A | 0.1 | 26.9 | 18.3 | 17.8 | 8.8 | 7.5 | 4.3 | 3.6 | 5.6 | 3.5 | 1.2 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
YouGov | N/A | 2019-01-11 | 2019-01-14 | N | 1917 | N/A | 0.1 | 23.8 | 17.7 | 15.9 | 10.2 | 6.2 | 4.6 | 4.0 | 6.1 | 4.8 | 1.0 | 5.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2019-01-07 | 2019-01-12 | N | 1027 | N/A | 0.1 | 26.4 | 17.9 | 18.2 | 9.9 | 6.9 | 4.7 | 3.8 | 4.8 | 4.1 | 1.1 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2019-01-02 | 2019-01-06 | N | 1048 | N/A | 0.1 | 25.8 | 19.1 | 17.7 | 9.6 | 6.6 | 5.2 | 3.7 | 5.0 | 4.3 | 0.8 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-12-10 | 2018-12-16 | N | 1026 | N/A | 0.1 | 26.4 | 18.7 | 18.5 | 8.8 | 7.1 | 5.4 | 3.8 | 5.1 | 3.6 | 1.0 | 1.6 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Kantar Gallup | Berlingske | 2018-12-13 | 2018-12-13 | N | 1604 | N/A | 0.1 | 26.4 | 18.3 | 18.3 | 8.4 | 6.7 | 5.4 | 3.3 | 5.6 | 4.9 | 0.7 | 1.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Norstat | Altinget and Jyllands-Posten | 2018-12-06 | 2018-12-11 | N | 1219 | N/A | 0.1 | 26.6 | 18.2 | 17.6 | 8.8 | 4.8 | 5.2 | 4.5 | 6.3 | 3.9 | 0.5 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
YouGov | N/A | 2018-12-07 | 2018-12-09 | N | 1662 | N/A | 0.1 | 25.0 | 18.9 | 15.8 | 8.6 | 5.4 | 4.0 | 5.8 | 5.9 | 4.7 | 0.6 | 5.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-12-03 | 2018-12-08 | N | 1044 | N/A | 0.1 | 25.8 | 17.7 | 18.8 | 9.3 | 6.6 | 4.6 | 3.8 | 5.7 | 4.2 | 1.0 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2018-11-26 | 2018-12-02 | N | 1053 | N/A | 0.1 | 26.5 | 18.3 | 18.2 | 8.5 | 6.2 | 5.1 | 3.5 | 5.8 | 4.5 | 1.1 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Greens Analyseinstitut | Børsen | 2018-11-29 | 2018-11-29 | N | 1100 | N/A | 0.1 | 24.6 | 19.2 | 17.1 | 9.6 | 7.6 | 3.1 | 3.8 | 4.8 | 4.6 | 1.2 | 3.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-11-19 | 2018-11-25 | N | 1090 | N/A | 0.1 | 26.0 | 17.8 | 17.7 | 9.6 | 6.6 | 5.9 | 3.8 | 4.9 | 4.0 | 1.1 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2018-11-12 | 2018-11-17 | N | 1043 | N/A | 0.1 | 26.5 | 17.3 | 17.9 | 9.9 | 7.1 | 5.7 | 4.0 | 5.4 | 3.2 | 0.6 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Epinion | DR | 2018-11-07 | 2018-11-15 | N | 1573 | N/A | 0.1 | 26.5 | 18.3 | 17.5 | 10.2 | 6.0 | 4.1 | 4.1 | 5.3 | 4.1 | 0.5 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-11-05 | 2018-11-10 | N | 1040 | N/A | 0.1 | 27.3 | 18.1 | 17.4 | 9.1 | 6.6 | 4.5 | 4.8 | 4.8 | 3.5 | 0.9 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2018-10-29 | 2018-11-05 | N | 1029 | N/A | 0.1 | 27.8 | 18.7 | 18.1 | 8.9 | 6.0 | 4.8 | 4.2 | 4.9 | 3.9 | 0.5 | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2018-10-22 | 2018-10-28 | N | 1033 | N/A | 0.1 | 26.8 | 18.2 | 17.5 | 8.4 | 6.4 | 5.7 | 4.7 | 5.6 | 3.8 | 0.5 | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.6
Epinion | DR | 2018-10-16 | 2018-10-24 | N | 1538 | N/A | 0.1 | 27.5 | 17.8 | 18.6 | 9.1 | 5.0 | 4.8 | 4.7 | 4.5 | 4.0 | 0.7 | 3.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-10-15 | 2018-10-21 | N | 1032 | N/A | 0.1 | 27.3 | 17.3 | 18.2 | 8.6 | 5.6 | 6.4 | 5.3 | 4.9 | 3.2 | 0.9 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2018-10-08 | 2018-10-14 | N | 1016 | N/A | 0.1 | 28.3 | 18.0 | 17.7 | 8.5 | 5.0 | 5.7 | 4.8 | 5.3 | 3.5 | 0.9 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Kantar Gallup | Berlingske | 2018-10-11 | 2018-10-11 | N | 1674 | N/A | 0.1 | 27.1 | 18.8 | 17.2 | 8.8 | 5.8 | 5.2 | 4.7 | 5.3 | 3.8 | 0.8 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Norstat | Altinget | 2018-10-03 | 2018-10-09 | N | 1209 | N/A | 0.1 | 26.8 | 18.7 | 17.7 | 8.7 | 5.9 | 5.1 | 4.7 | 5.1 | 3.7 | 0.8 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-10-01 | 2018-10-06 | N | 1025 | N/A | 0.1 | 27.5 | 18.3 | 17.6 | 8.3 | 5.7 | 5.2 | 4.7 | 5.1 | 4.0 | 0.9 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Greens Analyseinstitut | Børsen | 2018-10-01 | 2018-10-01 | N | 1157 | N/A | 0.1 | 26.9 | 19.6 | 16.4 | 10.0 | 5.0 | 4.1 | 3.9 | 5.9 | 4.5 | 0.5 | 2.9 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2018-09-24 | 2018-09-30 | N | 1029 | N/A | 0.1 | 26.9 | 18.1 | 18.4 | 8.5 | 6.5 | 4.8 | 4.9 | 4.8 | 3.6 | 0.8 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Voxmeter | Ritzau | 2018-09-17 | 2018-09-23 | N | 1046 | N/A | 0.1 | 26.1 | 19.1 | 17.7 | 7.9 | 6.7 | 5.1 | 4.5 | 5.3 | 3.8 | 0.8 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | 0.4
Epinion | DR | 2018-09-11 | 2018-09-18 | N | 1537 | N/A | 0.1 | 26.6 | 19.1 | 18.2 | 8.6 | 5.6 | 5.4 | 4.7 | 4.9 | 3.4 | 0.2 | 3.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-09-10 | 2018-09-16 | N | 1039 | N/A | 0.1 | 26.5 | 19.2 | 17.2 | 8.2 | 6.0 | 4.8 | 5.3 | 5.8 | 3.2 | 0.5 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Norstat | Altinget and Jyllands-Posten | 2018-09-06 | 2018-09-11 | N | 1215 | N/A | 0.1 | 26.9 | 17.4 | 16.9 | 9.4 | 4.5 | 4.1 | 5.8 | 4.9 | 4.4 | 0.7 | 4.6 | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Voxmeter | Ritzau | 2018-09-03 | 2018-09-09 | N | 1043 | N/A | 0.1 | 25.2 | 18.2 | 17.9 | 8.9 | 5.5 | 5.9 | 5.7 | 5.3 | 3.5 | 0.9 | 2.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-08-27 | 2018-09-02 | N | 1037 | N/A | 0.1 | 26.2 | 18.7 | 17.7 | 9.1 | 5.4 | 5.2 | 5.8 | 5.0 | 3.9 | 0.9 | 1.7 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-08-20 | 2018-08-26 | N | 1041 | N/A | 0.1 | 26.7 | 19.3 | 18.3 | 8.8 | 5.8 | 5.1 | 5.0 | 4.3 | 3.9 | 0.8 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-08-13 | 2018-08-19 | N | 1031 | N/A | 0.1 | 26.0 | 20.4 | 18.9 | 8.6 | 5.3 | 4.5 | 4.8 | 4.6 | 3.4 | 0.8 | 2.2 | N/A | N/A | N/A | N/A | N/A | N/A | 0.5
Epinion | DR | 2018-08-10 | 2018-08-17 | N | 1569 | N/A | 0.1 | 26.4 | 18.4 | 19.7 | 9.1 | 5.6 | 4.5 | 4.5 | 4.6 | 4.1 | 0.6 | 2.6 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-08-06 | 2018-08-11 | N | 1038 | N/A | 0.1 | 26.0 | 19.8 | 19.4 | 8.6 | 5.2 | 5.2 | 4.2 | 5.3 | 3.8 | 0.8 | 1.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-07-30 | 2018-08-05 | N | 1023 | N/A | 0.1 | 25.2 | 19.9 | 20.7 | 9.1 | 6.0 | 4.8 | 3.6 | 5.1 | 3.4 | 0.9 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-06-25 | 2018-07-01 | N | 1031 | N/A | 0.1 | 25.7 | 19.3 | 19.8 | 8.2 | 6.8 | 5.1 | 4.1 | 5.3 | 3.6 | 0.9 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-06-18 | 2018-06-24 | N | 1032 | N/A | 0.1 | 26.3 | 19.4 | 19.3 | 9.2 | 5.7 | 4.6 | 4.1 | 5.0 | 4.2 | 0.6 | 1.4 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Epinion | DR | 2018-06-15 | 2018-06-23 | N | 1679 | N/A | 0.1 | 25.9 | 18.1 | 18.8 | 8.7 | 6.2 | 5.6 | 4.1 | 5.9 | 4.2 | 0.6 | 2.0 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-06-11 | 2018-06-16 | N | 1026 | N/A | 0.1 | 27.4 | 19.9 | 18.9 | 8.8 | 6.1 | 4.5 | 3.5 | 5.3 | 3.6 | 0.9 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Greens Analyseinstitut | Børsen | 2018-06-11 | 2018-06-11 | N | N/A | N/A | 0.1 | 25.4 | 20.1 | 17.0 | 8.9 | 6.7 | 4.1 | 4.1 | 5.6 | 4.7 | 1.0 | 1.9 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-06-04 | 2018-06-10 | N | 1031 | N/A | 0.1 | 27.2 | 19.7 | 18.7 | 8.4 | 6.3 | 4.0 | 4.0 | 5.1 | 4.4 | 0.7 | 1.2 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-05-28 | 2018-06-03 | N | 1029 | N/A | 0.1 | 26.1 | 20.2 | 18.8 | 9.0 | 6.3 | 3.6 | 3.6 | 5.7 | 5.0 | 0.7 | 0.8 | N/A | N/A | N/A | N/A | N/A | N/A | 0.2
Voxmeter | Ritzau | 2018-05-21 | 2018-05-27 | N | 1024 | N/A | 0.1 | 26.2 | 20.8 | 18.8 | 9.8 | 5.3 | 4.2 | 3.2 | 5.2 | 4.3 | 1.1 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Norstat | Altinget | 2018-05-17 | 2018-05-23 | N | 1210 | N/A | 0.1 | 26.9 | 19.2 | 17.0 | 9.9 | 4.7 | 4.5 | 4.1 | 4.9 | 5.2 | 0.9 | 2.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-05-14 | 2018-05-19 | N | 1031 | N/A | 0.1 | 25.3 | 20.0 | 18.3 | 9.4 | 6.0 | 5.2 | 3.3 | 5.8 | 4.0 | 1.1 | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2018-05-07 | 2018-05-13 | N | 1040 | N/A | 0.1 | 26.8 | 19.8 | 17.7 | 9.0 | 5.4 | 5.5 | 4.0 | 6.1 | 3.7 | 0.7 | 1.3 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2018-04-30 | 2018-05-06 | N | 1002 | N/A | 0.1 | 27.7 | 18.8 | 17.0 | 9.6 | 5.4 | 6.2 | 3.8 | 5.7 | 4.1 | 0.7 | 0.9 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2018-04-23 | 2018-04-29 | N | 1036 | N/A | 0.1 | 27.3 | 19.1 | 16.4 | 9.1 | 4.6 | 5.8 | 4.8 | 6.8 | 4.2 | 0.8 | 1.0 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2018-04-16 | 2018-04-22 | N | 1040 | N/A | 0.1 | 26.7 | 20.0 | 15.6 | 9.0 | 5.2 | 6.2 | 4.4 | 6.6 | 3.9 | 1.0 | 1.1 | N/A | N/A | N/A | N/A | N/A | N/A | 0.3
Voxmeter | Ritzau | 2018-04-08 | 2018-04-15 | N | 1024 | N/A | 0.1 | 26.3 | 19.3 | 16.4 | 10.2 | 5.2 | 5.8 | 4.1 | 5.9 | 4.6 | 0.4 | 1.7 | N/A | N/A | N/A | N/A | N/A | N/A | 0.1
Voxmeter | Ritzau | 2018-04-02 | 2018-04-07 | N | 1030 | N/A | 0.1 | 25.2 | 19.5 | 17.4 | 10.2 | 5.6 | 4.7 | 4.5 | 5.0 | 4.9 | 0.9 | 1.8 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-03-26 | 2018-03-31 | N | 1033 | N/A | 0.1 | 26.7 | 19.1 | 18.1 | 9.4 | 5.6 | 4.9 | 4.1 | 5.3 | 4.7 | 0.8 | 1.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-03-19 | 2018-03-25 | N | 1022 | N/A | 0.1 | 27.1 | 18.5 | 18.4 | 9.6 | 4.9 | 5.6 | 3.9 | 5.4 | 3.7 | 1.1 | 1.3 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Epinion | DR | 2018-03-14 | 2018-03-20 | N | 1682 | N/A | 0.1 | 26.5 | 19.9 | 18.3 | 10.8 | 4.8 | 3.9 | 3.9 | 4.6 | 4.1 | 0.6 | 2.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Norstat | Altinget | 2018-03-14 | 2018-03-20 | N | 1501 | N/A | 0.1 | 25.0 | 19.3 | 18.5 | 9.2 | 5.7 | 4.3 | 4.6 | 5.4 | 4.7 | 0.6 | 2.1 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-03-12 | 2018-03-18 | N | 1063 | N/A | 0.1 | 28.0 | 18.9 | 18.0 | 9.7 | 4.4 | 5.1 | 4.1 | 5.0 | 4.7 | 0.7 | 1.4 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
Voxmeter | Ritzau | 2018-03-05 | 2018-03-11 | N | 1043 | N/A | 0.1 | 26.8 | 19.5 | 18.0 | 8.8 | 4.9 | 5.6 | 4.5 | 5.2 | 4.3 | 0.8 | 1.5 | N/A | N/A | N/A | N/A | N/A | N/A | N/A
